journal|year|author|repec
American Economic Review|2007|Gilles Duranton|pdu48
American Economic Review|2007|John Sutton|none
American Economic Review|2007|Benjamin Edelman|none
American Economic Review|2007|Michael Ostrovsky|pos32
American Economic Review|2007|Michael Schwarz|none
American Economic Review|2007|David McAdams|pmc52
American Economic Review|2007|Michael Schwarz|none
American Economic Review|2007|David J. Butler|pbu188
American Economic Review|2007|Graham C. Loomes|plo422
American Economic Review|2007|Ernst Fehr|pfe29
American Economic Review|2007|Lorenz Goette|none
American Economic Review|2007|Justin McCrary|none
American Economic Review|2007|Olivier Deschênes|pde468
American Economic Review|2007|Michael Greenstone|pgr38
American Economic Review|2007|Ilia D. Dichev|none
American Economic Review|2007|Igor Livshits|pli188
American Economic Review|2007|James MacGee|pma48
American Economic Review|2007|Michèle Tertilt|pte114
American Economic Review|2007|Leon Yang Chu|none
American Economic Review|2007|David E. M. Sappington|psa323
American Economic Review|2007|L. Rachel Ngai|png37
American Economic Review|2007|Christopher A. Pissarides|ppi12
American Economic Review|2007|Lance Lochner|plo31
American Economic Review|2007|Arie Kapteyn|pka406
American Economic Review|2007|James P. Smith|psm28
American Economic Review|2007|Arthur van Soest|pva270
American Economic Review|2007|Olivier Jeanne|pje59
American Economic Review|2007|Lars E. O. Svensson|psv2
American Economic Review|2007|Firouz Gahvari|pga233
American Economic Review|2007|Enlinson Mattos|pma932
American Economic Review|2007|Kiminori Matsuyama|pma143
American Economic Review|2007|Shih-Hsun Hsu|phs27
American Economic Review|2007|Chen-Ying Huang|none
American Economic Review|2007|Cheng-Tao Tang|none
American Economic Review|2007|Andreas Beyer|pbe141
American Economic Review|2007|Roger E. A. Farmer|pfa3
American Economic Review|2007|Thomas A. Lubik|plu38
American Economic Review|2007|Frank Schorfheide|psc19
American Economic Review|2007|Grégoire Rota Graziosi|pro182
American Economic Review|2007|Lars Peter Hansen|pha303
American Economic Review|2007|James Heckman|phe22
American Economic Review|2007|Flavio Cunha|pcu47
American Economic Review|2007|Kenneth I. Wolpin|none
American Economic Review|2007|Hanming Fang|pfa17
American Economic Review|2007|Michael Keane|pke18
American Economic Review|2007|Ahmed Khwaja|none
American Economic Review|2007|Martin Salm|psa462
American Economic Review|2007|Dan Silverman|psi181
American Economic Review|2007|John Geweke|pge136
American Economic Review|2007|Francis Bloch|pbl45
American Economic Review|2007|Garance Genicot|pge26
American Economic Review|2007|Yann Bramoullé|pbr146
American Economic Review|2007|Rachel Kranton|pkr176
American Economic Review|2007|Marcel Fafchamps|pfa2
American Economic Review|2007|Flore Gubert|pgu103
American Economic Review|2007|Dean Karlan|pka56
American Economic Review|2007|Markus M. Möbius|pmo367
American Economic Review|2007|Tanya S. Rosenblat|none
American Economic Review|2007|Adam Szeidl|psz25
American Economic Review|2007|Hunt Allcott|pal171
American Economic Review|2007|Antoni Calvó-Armengol|pca168
American Economic Review|2007|Joan de Martí|pde680
American Economic Review|2007|Matthew O. Jackson|pja7
American Economic Review|2007|Leeat Yariv|none
American Economic Review|2007|Douglas M. Gale|pga41
American Economic Review|2007|Shachar Kariv|none
American Economic Review|2007|Dan A. Black|pbl23
American Economic Review|2007|Jose Galdo|pga157
American Economic Review|2007|Jeffrey A. Smith|psm73
American Economic Review|2007|Rafael Lalive|pla4
American Economic Review|2007|David Card|pca271
American Economic Review|2007|Raj Chetty|pch161
American Economic Review|2007|Andrea Weber|pwe32
American Economic Review|2007|David H. Autor|pdo78
American Economic Review|2007|David H. Autor|pdo78
American Economic Review|2007|David H. Autor|pdo78
American Economic Review|2007|Mark G. Duggan|pdu194
American Economic Review|2007|Stephen Morris|pmo9
American Economic Review|2007|Dirk Bergemann|pbe258
American Economic Review|2007|Ilya Segal|none
American Economic Review|2007|Susan Athey|pat6
American Economic Review|2007|Philippe Jehiel|pje39
American Economic Review|2007|Olivier Compte|pco375
American Economic Review|2007|Paul William Glimcher|none
American Economic Review|2007|Kenway Louie|none
American Economic Review|2007|Joseph Kable|none
American Economic Review|2007|Andrew Caplin|pca77
American Economic Review|2007|Mark Dean|pde557
American Economic Review|2007|Douglas M. Gale|pga41
American Economic Review|2007|Shachar Kariv|none
American Economic Review|2007|Syngjoo Choi|pch373
American Economic Review|2007|Raymond Fisman|pfi257
American Economic Review|2007|Markus K. Brunnermeier|pbr31
American Economic Review|2007|Jonathan A. Parker|ppa21
American Economic Review|2007|Christian Gollier|pgo91
American Economic Review|2007|Kfir Eliaz|pel87
American Economic Review|2007|Andrew Schotter|psc146
American Economic Review|2007|Pierpaolo Battigalli|pba80
American Economic Review|2007|Martin Dufwenberg|none
American Economic Review|2007|Ernst Fehr|pfe29
American Economic Review|2007|Klaus M. Schmidt|psc136
American Economic Review|2007|Oliver Hart|pha222
American Economic Review|2007|John Moore|pmo265
American Economic Review|2007|W. Bentley MacLeod|pma156
American Economic Review|2007|Nicolae Gârleanu|none
American Economic Review|2007|Lasse Heje Pedersen|ppe174
American Economic Review|2007|Ricardo Lagos|pla18
American Economic Review|2007|Guillaume Rocheteau|pro264
American Economic Review|2007|Darrell Duffie|pdu341
American Economic Review|2007|Gustavo Manso|none
American Economic Review|2007|Mark S. Seasholes|none
American Economic Review|2007|Terrence Hendershott|none
American Economic Review|2007|Lasse Heje Pedersen|ppe174
American Economic Review|2007|Mark Mitchell|none
American Economic Review|2007|Todd Pulvino|none
American Economic Review|2007|Adam B. Ashcraft|pas35
American Economic Review|2007|Darrell Duffie|pdu341
American Economic Review|2007|Karen E. Dynan|none
American Economic Review|2007|Enrichetta Ravina|none
American Economic Review|2007|Morten O. Ravn|pra16
American Economic Review|2007|Stephanie Schmitt-Grohé|psc44
American Economic Review|2007|Martín Uribe|pur9
American Economic Review|2007|Harald Uhlig|puh1
American Economic Review|2007|Andrew B. Abel|pab10
American Economic Review|2007|Janice C. Eberly|peb3
American Economic Review|2007|Stavros Panageas|ppa250
American Economic Review|2007|Nick Bloom|pbl55
American Economic Review|2007|Suresh Sundaresan|none
American Economic Review|2007|Neng Wang|pwa390
American Economic Review|2007|William Roberds|pro118
American Economic Review|2007|Stephen Quinn|pqu52
American Economic Review|2007|Peter L. Rousseau|pro64
American Economic Review|2007|John A. James|none
American Economic Review|2007|David F. Weiman|none
American Economic Review|2007|François R. Velde|pve2
American Economic Review|2007|Farley Grubb|pgr272
American Economic Review|2007|William L. Silber|none
American Economic Review|2007|Shaun P. Vahey|pva129
American Economic Review|2007|James M. Nason|pna12
American Economic Review|2007|Eugene N. White|pwh5
American Economic Review|2007|Filippo Occhino|poc4
American Economic Review|2007|Kim Oosterlinck|poo7
American Economic Review|2007|Alessandro Gavazza|pga173
American Economic Review|2007|Alessandro Lizzeri|pli177
American Economic Review|2007|Gilat Levy|ple544
American Economic Review|2007|Andrea Mattozzi|pma622
American Economic Review|2007|Antonio Merlo|pme29
American Economic Review|2007|François Bourguignon|pbo225
American Economic Review|2007|Mark Sundberg|none
American Economic Review|2007|Raghuram Rajan|pra149
American Economic Review|2007|Arvind Subramanian|psu108
American Economic Review|2007|Arvind Subramanian|psu108
American Economic Review|2007|William Easterly|pea1
American Economic Review|2007|Martin Eichenbaum|pei4
American Economic Review|2007|Craig Burnside|pbu20
American Economic Review|2007|Sergio Rebelo|pre4
American Economic Review|2007|Fernando Alvarez|pal356
American Economic Review|2007|Andrew Atkeson|pat52
American Economic Review|2007|Patrick J. Kehoe|pke4
American Economic Review|2007|Eric van Wincoop|pva387
American Economic Review|2007|Philippe Bacchetta|pba111
American Economic Review|2007|Jonathan Eaton|pea5
American Economic Review|2007|Robert Dekle|pde414
American Economic Review|2007|Samuel Kortum|pko74
American Economic Review|2007|Fabio Ghironi|pgh2
American Economic Review|2007|Marc J. Melitz|pme260
American Economic Review|2007|Andrew Atkeson|pat52
American Economic Review|2007|Ariel Burstein|pbu107
American Economic Review|2007|Elizabeth Asiedu|pas229
American Economic Review|2007|James A. Freeman|none
American Economic Review|2007|Deborah Reed|pre197
American Economic Review|2007|Sheldon Danziger|none
American Economic Review|2007|Abera Gelan|none
American Economic Review|2007|Kaye Husbands Fealing|none
American Economic Review|2007|James Peoples|ppe703
American Economic Review|2007|Paul Ong|pon43
American Economic Review|2007|Don Mar|none
American Economic Review|2007|Jenny Minier|pmi170
American Economic Review|2007|William F. Blankenau|pbl48
American Economic Review|2007|Nicole B. Simpson|psi118
American Economic Review|2007|Marc Tomljanovich|none
American Economic Review|2007|Anne Carroll|pca1062
American Economic Review|2007|Hope Corman|none
American Economic Review|2007|Kelly Noonan|none
American Economic Review|2007|Nancy E. Reichman|none
American Economic Review|2007|Sabrina Wulff Pabilonia|ppa558
American Economic Review|2007|Jennifer Ward-Batts|pwa31
American Economic Review|2007|Jessica Wolpaw Reyes|none
American Economic Review|2007|Catalina Amuedo-Dorantes|pam57
American Economic Review|2007|Cynthia Bansak|pba322
American Economic Review|2007|Steven Raphael|none
American Economic Review|2007|Julie L. Hotchkiss|pho242
American Economic Review|2007|M. Melinda Pitts|ppi175
American Economic Review|2007|Christiana Hilmer|none
American Economic Review|2007|Michael Hilmer|none
American Economic Review|2007|Tomas J. Philipson|pph37
American Economic Review|2007|Dana Goldman|pgo681
American Economic Review|2007|Kevin M. Murphy|pmu108
American Economic Review|2007|Frank R. Lichtenberg|pli76
American Economic Review|2007|Quang Vuong|pvu11
American Economic Review|2007|Isabelle Perrigne|none
American Economic Review|2007|Victor Aguirregabiria|pag15
American Economic Review|2007|Pedro Mira|pmi400
American Economic Review|2007|Hernan Roman|none
American Economic Review|2007|Patrick Bajari|none
American Economic Review|2007|Jeremy T. Fox|pfo144
American Economic Review|2007|Stephen P. Ryan|pry32
American Economic Review|2007|B. Douglas Bernheim|pbe81
American Economic Review|2007|Antonio Rangel|none
American Economic Review|2007|Faruk Gul|none
American Economic Review|2007|Wolfgang Pesendorfer|ppe7
American Economic Review|2007|Matthew Rabin|pra660
American Economic Review|2007|Theodore C. Bergstrom|pbe56
American Economic Review|2007|Luis Rayo|none
American Economic Review|2007|Gary S. Becker|pbe29
American Economic Review|2007|Arthur J. Robson|pro93
American Economic Review|2007|Hillard S. Kaplan|pka564
American Economic Review|2007|Larry Samuelson|psa80
American Economic Review|2007|Arthur J. Robson|pro93
American Economic Review|2007|Paul Oyer|poy2
American Economic Review|2007|Wayne A. Grove|pgg3
American Economic Review|2007|Stephen Wu|pwu26
American Economic Review|2007|Susan Athey|pat6
American Economic Review|2007|Lawrence F. Katz|pka266
American Economic Review|2007|Alan B. Krueger|pkr63
American Economic Review|2007|Steven Levitt|ple59
American Economic Review|2007|James Poterba|ppo19
American Economic Review|2007|Thomas J. Sargent|psa83
American Economic Review|2007|Michelle DeBlasi|none
American Economic Review|2007|Ronald L. Oaxaca|poa2
American Economic Review|2007|Edmund S. Phelps|pph34
American Economic Review|2007|Chang-Tai Hsieh|none
American Economic Review|2007|Peter J. Klenow|pkl2
American Economic Review|2007|Frank Smets|psm33
American Economic Review|2007|Rafael Wouters|pwo72
American Economic Review|2007|Troy Davig|pda131
American Economic Review|2007|Eric M. Leeper|ple3
American Economic Review|2007|Giovanni Olivei|pol108
American Economic Review|2007|Silvana Tenreyro|pte171
American Economic Review|2007|Tom Krebs|pkr48
American Economic Review|2007|Fatih Guvenen|pgu24
American Economic Review|2007|Matthew Gentzkow|pge43
American Economic Review|2007|Alma Cohen|pco678
American Economic Review|2007|Liran Einav|none
American Economic Review|2007|Maria Marta Ferreyra|none
American Economic Review|2007|Alexander W. Cappelen|pca561
American Economic Review|2007|Astri Drange Hole|none
American Economic Review|2007|Erik Ø Sørensen|psr18
American Economic Review|2007|Bertil Tungodden|ptu94
American Economic Review|2007|Tayfun Sönmez|psi57
American Economic Review|2007|Alvin E. Roth|pro40
American Economic Review|2007|M. Utku Ünver|pun2
American Economic Review|2007|Navin Kartik|pka189
American Economic Review|2007|R. Preston McAfee|pmc32
American Economic Review|2007|Bård Harstad|pha247
American Economic Review|2007|Matthew O. Jackson|pja7
American Economic Review|2007|Brian W. Rogers|pro198
American Economic Review|2007|Daron Acemoglu|pac16
American Economic Review|2007|Pol Antràs|pan181
American Economic Review|2007|Elhanan Helpman|phe205
American Economic Review|2007|Mana Komai|none
American Economic Review|2007|Mark Stegeman|none
American Economic Review|2007|Benjamin E. Hermalin|phe59
American Economic Review|2007|Piero Cipollone|pci21
American Economic Review|2007|Alfonso Rosolia|pro162
American Economic Review|2007|John Ameriks|pam72
American Economic Review|2007|Andrew Caplin|pca77
American Economic Review|2007|John Leahy|ple189
American Economic Review|2007|Tom Tyler|pam72
American Economic Review|2007|George Zanjani|none
American Economic Review|2007|Robert B. Barsky|pba670
American Economic Review|2007|Christopher L. House|pho56
American Economic Review|2007|Miles S. Kimball|pki97
American Economic Review|2007|Dirk Sliwka|psl18
American Economic Review|2007|Christopher C. Afendulis|none
American Economic Review|2007|Daniel P. Kessler|none
American Economic Review|2007|Jesús Fernández-Villaverde|pfe14
American Economic Review|2007|Juan F. Rubio-Ramírez|pru25
American Economic Review|2007|Thomas J. Sargent|psa83
American Economic Review|2007|Mark W. Watson|pwa582
American Economic Review|2007|Fuhito Kojima|none
American Economic Review|2007|Shelby Gerking|none
American Economic Review|2007|William E. Morgan|none
American Economic Review|2007|Botond Koszegi|pko590
American Economic Review|2007|Matthew Rabin|pra660
American Economic Review|2007|Robert Shimer|psh9
American Economic Review|2007|Martin L. Weitzman|pwe175
American Economic Review|2007|Gadi Barlevy|pba129
American Economic Review|2007|Aubhik Khan|pkh5
American Economic Review|2007|Julia K. Thomas|pth42
American Economic Review|2007|Carol H. Shiue|psh122
American Economic Review|2007|Wolfgang Keller|pke8
American Economic Review|2007|Michael Conlin|pco290
American Economic Review|2007|Ted O'Donoghue|pod31
American Economic Review|2007|Timothy J. Vogelsang|pvo70
American Economic Review|2007|Kira R. Fabrizio|none
American Economic Review|2007|Nancy L. Rose|pro786
American Economic Review|2007|Catherine D. Wolfram|none
American Economic Review|2007|Marco Casari|pca263
American Economic Review|2007|John C. Ham|pli1042
American Economic Review|2007|John C. Ham|pli1042
American Economic Review|2007|John H. Kagel|pka270
American Economic Review|2007|John Simpson|psi390
American Economic Review|2007|Abraham L. Wickelgren|none
American Economic Review|2007|Volker Nocke|pno17
American Economic Review|2007|Lucy White|none
American Economic Review|2007|Gary Charness|pch205
American Economic Review|2007|Luca Rigotti|none
American Economic Review|2007|Luca Rigotti|none
American Economic Review|2007|Aldo Rustichini|pru209
American Economic Review|2007|Matthew O. Jackson|pja7
American Economic Review|2007|Massimo Morelli|pmo645
American Economic Review|2007|Giovanni Maggi|pma1315
American Economic Review|2007|Andrés Rodríguez-Clare|pro372
American Economic Review|2007|Emel Filiz-Ozbay|pfi56
American Economic Review|2007|Erkut Y. Ozbay|poz17
American Economic Review|2007|Monika Merz|pme34
American Economic Review|2007|William Fuchs|pfu46
American Economic Review|2007|Charles R. Plott|ppl81
American Economic Review|2007|Kathryn Zeiler|none
American Economic Review|2007|Dora L. Costa|pco358
American Economic Review|2007|Matthew E. Kahn|pka41
American Economic Review|2007|Massimiliano De Santis|none
American Economic Review|2007|Alberto Alesina|pal207
American Economic Review|2007|Nicola Fuchs-Schündeln|pfu121
American Economic Review|2007|Mark Aguiar|pag57
American Economic Review|2007|Erik Hurst|phu87
American Economic Review|2007|Laura Schechter|psc469
American Economic Review|2007|Joseph J. Doyle Jr.|none
American Economic Review|2007|Mary Amiti|pam39
American Economic Review|2007|Jozef Konings|pko61
American Economic Review|2007|Esteban Rossi-Hansberg|pro72
American Economic Review|2007|Mark L. J. Wright|pwr6
American Economic Review|2007|Stefano DellaVigna|pde710
American Economic Review|2007|Joshua M. Pollet|none
American Economic Review|2007|Ilya Segal|none
American Economic Review|2007|Michael D. Whinston|pwh46
American Economic Review|2007|Vincent P. Crawford|pco25
American Economic Review|2007|Vincent P. Crawford|pco25
American Economic Review|2007|Nagore Iriberri|pir36
American Economic Review|2007|Paul J. Healy|phe62
American Economic Review|2007|Dean Karlan|pka56
American Economic Review|2007|John A. List|pli176
American Economic Review|2007|Yuliy Sannikov|none
American Economic Review|2007|Andrzej Skrzypacz|psk11
American Economic Review|2007|Paola Manzini|pma11
American Economic Review|2007|Marco Mariotti|pma676
American Economic Review|2007|Harish Krishnan|pwi56
American Economic Review|2007|Ralph A. Winter|pwi56
American Economic Review|2007|Raymond Fisman|pfi257
American Economic Review|2007|Shachar Kariv|none
American Economic Review|2007|Daniel Markovits|none
American Economic Review|2007|Bernard Caillaud|pca204
American Economic Review|2007|Jean Tirole|pti33
American Economic Review|2007|Ernan Haruvy|pha1186
American Economic Review|2007|Yaron Lahav|none
American Economic Review|2007|Charles N. Noussair|pno50
American Economic Review|2007|Syngjoo Choi|pch373
American Economic Review|2007|Raymond Fisman|pfi257
American Economic Review|2007|Douglas Gale|pga41
American Economic Review|2007|Shachar Kariv|none
American Economic Review|2007|Yongsung Chang|pch20
American Economic Review|2007|Sun-Bin Kim|pki155
American Economic Review|2007|Muriel Niederle|pni95
American Economic Review|2007|Steven A. Morrison|none
American Economic Review|2007|Clifford Winston|pwi70
American Economic Review|2007|Massimo Guidolin|pgu101
American Economic Review|2007|Eliana La Ferrara|pla68
American Economic Review|2007|Alvaro Sandroni|none
American Economic Review|2007|Francesco Squintani|psq1
American Economic Review|2007|Michael Tomz|none
American Economic Review|2007|Judith L. Goldstein|none
American Economic Review|2007|Douglas Rivers|none
American Economic Review|2007|Andrew K. Rose|pro71
American Economic Review|2007|Jesse Rothstein|pro180
American Economic Review|2007|Caroline M. Hoxby|pho46
American Economic Review|2008|Thomas J. Sargent|psa83
American Economic Review|2008|Thierry Post|pve75
American Economic Review|2008|Martijn J. van den Assem|none
American Economic Review|2008|Guido Baltussen|pba344
American Economic Review|2008|Richard H. Thaler|pth67
American Economic Review|2008|Robert J. Aumann|pau21
American Economic Review|2008|Jacques H. Dreze|pdr61
American Economic Review|2008|Isa Hafalir|pha1130
American Economic Review|2008|Vijay Krishna|pkr252
American Economic Review|2008|John N. Friedman|pfr119
American Economic Review|2008|Richard T. Holden|pho195
American Economic Review|2008|Ricardo Alonso|pal640
American Economic Review|2008|Wouter Dessein|pde847
American Economic Review|2008|Niko Matouschek|none
American Economic Review|2008|Philip A. Haile|pha381
American Economic Review|2008|Ali Hortaçsu|pho408
American Economic Review|2008|Grigory Kosenok|pko192
American Economic Review|2008|Marco Battaglini|pba170
American Economic Review|2008|Stephen Coate|pco66
American Economic Review|2008|James B. Bushnell|pbu181
American Economic Review|2008|Erin T. Mansur|pma874
American Economic Review|2008|Celeste Saravia|none
American Economic Review|2008|Daron Acemoglu|pac16
American Economic Review|2008|James A. Robinson|pro179
American Economic Review|2008|Iris Bohnet|pbo282
American Economic Review|2008|Fiona Greig|none
American Economic Review|2008|Benedikt Herrmann|none
American Economic Review|2008|Richard Zeckhauser|pze7
American Economic Review|2008|Ebonya L. Washington|none
American Economic Review|2008|Eric D. Gould|pgo104
American Economic Review|2008|Omer Moav|pmo62
American Economic Review|2008|Avi Simhon|none
American Economic Review|2008|Ricardo J. Caballero|pca44
American Economic Review|2008|Emmanuel Farhi|pfa207
American Economic Review|2008|Pierre-Olivier Gourinchas|pgo28
American Economic Review|2008|Lucia Foster|pfo74
American Economic Review|2008|John Haltiwanger|pha231
American Economic Review|2008|Chad Syverson|psy13
American Economic Review|2008|Paolo Angelini|pan37
American Economic Review|2008|Andrea Generale|paj16
American Economic Review|2008|Valerie Cerra|pce34
American Economic Review|2008|Sweta Chaman Saxena|psa296
American Economic Review|2008|Jonathan Guryan|pgu126
American Economic Review|2008|Melissa S. Kearney|pke151
American Economic Review|2008|Marjorie Flavin|none
American Economic Review|2008|Shinobu Nakagawa|none
American Economic Review|2008|Juan-Pablo Montero|pmo388
American Economic Review|2008|Jón Steinsson|pst155
American Economic Review|2008|Roberta Dessí|pde1024
American Economic Review|2008|Fuhito Kojima|none
American Economic Review|2008|Nicholas Stern|pst130
American Economic Review|2008|Christina Paxson|ppa335
American Economic Review|2008|Cecilia Elena Rouse|none
American Economic Review|2008|Jeffrey A. Groen|none
American Economic Review|2008|Anne E. Polivka|none
American Economic Review|2008|Ariel R. Belasen|pbe351
American Economic Review|2008|Solomon W. Polachek|ppo61
American Economic Review|2008|Molly Fifer McIntosh|none
American Economic Review|2008|Robert J. Barro|pba251
American Economic Review|2008|Jose F. Ursua|none
American Economic Review|2008|Xavier Gabaix|pga174
American Economic Review|2008|Francois Gourio|pgo158
American Economic Review|2008|Ian W. R. Martin|pma1585
American Economic Review|2008|Leonard E. Burman|none
American Economic Review|2008|Christopher Geissler|none
American Economic Review|2008|Eric J. Toder|none
American Economic Review|2008|James Poterba|ppo19
American Economic Review|2008|Todd Sinai|psi354
American Economic Review|2008|Gilbert E. Metcalf|pme66
American Economic Review|2008|William Easterly|pea1
American Economic Review|2008|Dani Rodrik|pro60
American Economic Review|2008|Yadira Gonzalez de Lara|none
American Economic Review|2008|Avner Greif|pgr24
American Economic Review|2008|Saumitra Jha|pjh4
American Economic Review|2008|Raghuram G. Rajan|pra149
American Economic Review|2008|Daniel C. Esty|none
American Economic Review|2008|Martin Feldstein|pfe112
American Economic Review|2008|Richard Baldwin|pba124
American Economic Review|2008|Erik Berglof|pbe821
American Economic Review|2008|Mike Burkart|pbu112
American Economic Review|2008|Guido Friebel|pfr44
American Economic Review|2008|Elena Paltseva|ppa346
American Economic Review|2008|Carlo Favero|pfa12
American Economic Review|2008|Francesco Giavazzi|pgi18
American Economic Review|2008|Pierre-Andre Chiappori|pch377
American Economic Review|2008|Bernard Salanie|psa116
American Economic Review|2008|Glenn Daily|pra70
American Economic Review|2008|Glenn Daily|pra70
American Economic Review|2008|Igal Hendel|none
American Economic Review|2008|Alessandro Lizzeri|pli177
American Economic Review|2008|David M. Cutler|pcu64
American Economic Review|2008|Amy Finkelstein|pfi264
American Economic Review|2008|Kathleen McGarry|pmc264
American Economic Review|2008|K. Carrie Armel|none
American Economic Review|2008|Antonio Rangel|none
American Economic Review|2008|Andrew Caplin|pca77
American Economic Review|2008|Mark Dean|pde557
American Economic Review|2008|Isabelle Brocas|pbr679
American Economic Review|2008|Juan D. Carrillo|pca1184
American Economic Review|2008|S. Nageeb Ali|pal182
American Economic Review|2008|Jacob K. Goeree|pgo37
American Economic Review|2008|Navin Kartik|pka189
American Economic Review|2008|Thomas R. Palfrey|ppa1164
American Economic Review|2008|Dino Gerardi|pge182
American Economic Review|2008|Leeat Yariv|none
American Economic Review|2008|Marco Battaglini|pba170
American Economic Review|2008|Rebecca B. Morton|pmo1159
American Economic Review|2008|Thomas R. Palfrey|ppa1164
American Economic Review|2008|Canice Prendergast|none
American Economic Review|2008|Timothy Besley|pbe46
American Economic Review|2008|Maitreesh Ghatak|pgh108
American Economic Review|2008|George A. Akerlof|pak7
American Economic Review|2008|Rachel E. Kranton|pkr176
American Economic Review|2008|Timothy Besley|pbe46
American Economic Review|2008|Neil Meads|pme365
American Economic Review|2008|Paolo Surico|psu32
American Economic Review|2008|Alan S. Blinder|pbl41
American Economic Review|2008|John Morgan|pmo131
American Economic Review|2008|Christina D. Romer|pro406
American Economic Review|2008|Christina D. Romer|pro406
American Economic Review|2008|David H. Romer|pro407
American Economic Review|2008|David H. Romer|pro407
American Economic Review|2008|David Colander|pco85
American Economic Review|2008|Peter Howitt|pho22
American Economic Review|2008|Alan Kirman|pki52
American Economic Review|2008|Axel Leijonhufvud|none
American Economic Review|2008|Perry Mehrling|none
American Economic Review|2008|William A. Brock|pbr142
American Economic Review|2008|Steven N. Durlauf|pdu117
American Economic Review|2008|Giacomo Rondina|pro811
American Economic Review|2008|Blake LeBaron|ple1
American Economic Review|2008|Leigh Tesfatsion|pte2
American Economic Review|2008|Kevin D. Hoover|pho156
American Economic Review|2008|Soren Johansen|pjo35
American Economic Review|2008|Katarina Juselius|pju54
American Economic Review|2008|Barbara Petrongolo|ppe484
American Economic Review|2008|Christopher A. Pissarides|ppi12
American Economic Review|2008|Steven J. Davis|pda15
American Economic Review|2008|Robert Shimer|psh9
American Economic Review|2008|Albert S. Kyle|pky6
American Economic Review|2008|S. Viswanathan|pvi157
American Economic Review|2008|Archishman Chakraborty|pch423
American Economic Review|2008|Bilge Yilmaz|none
American Economic Review|2008|Lin Peng|pni316
American Economic Review|2008|Ailsa Roell|none
American Economic Review|2008|Zvi Bodie|pbo569
American Economic Review|2008|Doriana Ruffino|pru85
American Economic Review|2008|Jonathan Treussard|none
American Economic Review|2008|Francisco J. Gomes|pgo69
American Economic Review|2008|Laurence J. Kotlikoff|pko44
American Economic Review|2008|Luis M. Viceira|pvi31
American Economic Review|2008|Jeffrey R. Brown|pbr264
American Economic Review|2008|Jeffrey R. Kling|pkl126
American Economic Review|2008|Sendhil Mullainathan|pmu103
American Economic Review|2008|Marian V. Wrobel|none
American Economic Review|2008|Raphael W. Bostic|pbo990
American Economic Review|2008|Kwan Ok Lee|none
American Economic Review|2008|Kerwin Kofi Charles|none
American Economic Review|2008|Erik Hurst|phu87
American Economic Review|2008|Melvin Stephens|pst400
American Economic Review|2008|Peter Tufano|none
American Economic Review|2008|Philip R. Lane|pla15
American Economic Review|2008|Gian Maria Milesi-Ferretti|pmi28
American Economic Review|2008|Harald Hau|pha313
American Economic Review|2008|Helene Rey|pre8
American Economic Review|2008|Carmen M. Reinhart|pre33
American Economic Review|2008|Kenneth S. Rogoff|pro164
American Economic Review|2008|Joseph G. Altonji|pal266
American Economic Review|2008|Todd E. Elder|pel109
American Economic Review|2008|Christopher R. Taber|none
American Economic Review|2008|Jay Bhattacharya|none
American Economic Review|2008|Azeem M. Shaikh|psh256
American Economic Review|2008|Edward Vytlacil|pvy2
American Economic Review|2008|Qi Li|pli1032
American Economic Review|2008|Jeffrey S. Racine|pra175
American Economic Review|2008|Jeffrey M. Wooldridge|pwo39
American Economic Review|2008|Claudia Goldin|pgo601
American Economic Review|2008|Lawrence F. Katz|pka266
American Economic Review|2008|Roland G. Fryer|pfr43
American Economic Review|2008|Steven D. Levitt|ple59
American Economic Review|2008|John A. List|pli176
American Economic Review|2008|Steffen Andersen|pan114
American Economic Review|2008|Erwin Bulte|pbu155
American Economic Review|2008|Uri Gneezy|pgn18
American Economic Review|2008|John A. List|pli176
American Economic Review|2008|William M. Rodgers|none
American Economic Review|2008|David Card|pca271
American Economic Review|2008|Rebecca M. Blank|pbl56
American Economic Review|2008|Philip N. Jefferson|pje184
American Economic Review|2008|Gary A. Hoover|pho403
American Economic Review|2008|Walter Enders|pen67
American Economic Review|2008|Donald G. Freeman|pfr13
American Economic Review|2008|Kasey Buckles|pbu157
American Economic Review|2008|Kristin Mammen|none
American Economic Review|2008|Annamaria Lusardi|plu347
American Economic Review|2008|Olivia S. Mitchell|pmi73
American Economic Review|2008|Julie R. Agnew|none
American Economic Review|2008|Lisa R. Anderson|pan209
American Economic Review|2008|Jeffrey R. Gerlach|none
American Economic Review|2008|Lisa R. Szykman|pan209
American Economic Review|2008|Pinelopi Koujianou Goldberg|pgo1
American Economic Review|2008|Rebecca Hellerstein|phe47
American Economic Review|2008|Emi Nakamura|pna121
American Economic Review|2008|Ariel Burstein|pbu107
American Economic Review|2008|Christian Hellwig|phe110
American Economic Review|2008|Costas Arkolakis|par274
American Economic Review|2008|Svetlana Demidova|pde534
American Economic Review|2008|Peter J. Klenow|pkl2
American Economic Review|2008|Andres Rodriguez-Clare|pro372
American Economic Review|2008|Bee Yan Aw|none
American Economic Review|2008|Mark J. Roberts|pro190
American Economic Review|2008|Daniel Yi Xu|pxu119
American Economic Review|2008|Hiau Looi Kee|pke71
American Economic Review|2008|Kala Krishna|pkr26
American Economic Review|2008|Anne Case|pca108
American Economic Review|2008|Christina Paxson|ppa335
American Economic Review|2008|Angus Deaton|pde30
American Economic Review|2008|Franco Peracchi|ppe19
