,journal,year,author,Name,Short-Id
15546,Review of Economic Studies,2005.0,Gilles Duranton,Gilles Duranton,pdu48
15547,Review of Economic Studies,2005.0,Henry G. Overman,Henry G. Overman,pov5
15548,Review of Economic Studies,2005.0,Graham Elliott,Graham Elliott,pel18
15549,Review of Economic Studies,2005.0,Allan Timmermann,Allan Timmermann,pti8
15550,Review of Economic Studies,2005.0,Ivana Komunjer,Ivana Komunjer,pko295
15552,Review of Economic Studies,2005.0,Joseph Zeira,Joseph Zeira,pze3
15555,Review of Economic Studies,2006.0,Stefania Albanesi,Stefania Albanesi,pal30
15557,Review of Economic Studies,2006.0,Jan Eeckhout,Jan Eeckhout,pee1
15558,Review of Economic Studies,2006.0,Marc Fleurbaey,Marc Fleurbaey,pfl78
15560,Review of Economic Studies,2006.0,Oded Galor,Oded Galor,pga46
15561,Review of Economic Studies,2006.0,Omer Moav,Omer Moav,pmo62
15563,Review of Economic Studies,2006.0,Boyan Jovanovic,Boyan Jovanovic,pjo20
15565,Review of Economic Studies,2006.0,Fabrizio Perri,Fabrizio Perri,ppe52
15566,Review of Economic Studies,2006.0,Morten Ravn,Morten Ravn,pra16
15571,Review of Economic Studies,2006.0,Robert M. Townsend,Robert M. Townsend,pto99
15572,Review of Economic Studies,2006.0,Kenichi Ueda,Kenichi Ueda,pue4
15573,Review of Economic Studies,2006.0,Marcus Asplund,Marcus Asplund,pas45
15574,Review of Economic Studies,2006.0,Volker Nocke,Volker Nocke,pno17
15575,Review of Economic Studies,2006.0,Riccardo Calcagno,Riccardo Calcagno,pca278
15576,Review of Economic Studies,2006.0,Stefano Lovo,Stefano Lovo,plo467
15577,Review of Economic Studies,2006.0,Ananish Chaudhuri,Ananish Chaudhuri,pch89
15579,Review of Economic Studies,2006.0,Pushkar Maitra,Pushkar Maitra,pma216
15580,Review of Economic Studies,2006.0,Antonio Ciccone,Antonio Ciccone,pci47
15581,Review of Economic Studies,2006.0,Giovanni Peri,Giovanni Peri,ppe210
15583,Review of Economic Studies,2006.0,William Fuchs,William Fuchs,pfu46
15584,Review of Economic Studies,2006.0,Francesco Lippi,Francesco Lippi,pli62
15586,Review of Economic Studies,2006.0,Sven Rady,Sven Rady,pra90
15587,Review of Economic Studies,2006.0,Christopher Phelan,Christopher Phelan,pph1
15589,Review of Economic Studies,2006.0,Edward Simpson Prescott,Edward Simpson Prescott,ppr11
15590,Review of Economic Studies,2006.0,Robert M. Townsend,Robert M. Townsend,pto99
15592,Review of Economic Studies,2006.0,J. Vernon Henderson,J. Vernon Henderson,phe30
15593,Review of Economic Studies,2006.0,Patrick Bolton,Patrick Bolton,pbo544
15595,Review of Economic Studies,2006.0,Wei Xiong,Wei Xiong,pxi88
15598,Review of Economic Studies,2006.0,Valentina Corradi,Valentina Corradi,pco129
15600,Review of Economic Studies,2006.0,John Duffy,John Duffy,pdu3
15601,Review of Economic Studies,2006.0,Nick Feltovich,Nick Feltovich,pfe149
15602,Review of Economic Studies,2006.0,Kfir Eliaz,Kfir Eliaz,pel87
15603,Review of Economic Studies,2006.0,Ran Spiegler,Ran Spiegler,psp83
15604,Review of Economic Studies,2006.0,Pierre-Olivier Gourinchas,Pierre-Olivier Gourinchas,pgo28
15605,Review of Economic Studies,2006.0,Olivier Jeanne,Olivier Jeanne,pje59
15607,Review of Economic Studies,2006.0,Etienne Lehmann,Etienne Lehmann,ple98
15608,Review of Economic Studies,2006.0,Alexis Parmentier,Alexis Parmentier,ppa157
15609,Review of Economic Studies,2006.0,Bruno Van Der Linden,Bruno Van Der Linden,pva61
15610,Review of Economic Studies,2006.0,Theo Offerman,Theo Offerman,pof6
15611,Review of Economic Studies,2006.0,Jan Potters,Jan Potters,ppo171
15612,Review of Economic Studies,2006.0,Ricardo Reis,Ricardo Reis,pre73
15615,Review of Economic Studies,2006.0,Luca Anderlini,Luca Anderlini,pan51
15616,Review of Economic Studies,2006.0,Leonardo Felli,Leonardo Felli,pfe85
15617,Review of Economic Studies,2006.0,James Albrecht,James Albrecht,pal153
15619,Review of Economic Studies,2006.0,Susan Vroman,Susan Vroman,pvr5
15620,Review of Economic Studies,2006.0,Eddie Dekel,Eddie Dekel,pde118
15622,Review of Economic Studies,2006.0,Graham Elliott,Graham Elliott,pel18
15624,Review of Economic Studies,2006.0,Reto Foellmi,Reto Foellmi,pfo2
15625,Review of Economic Studies,2006.0,Josef Zweimuller,Josef Zweimuller,pzw2
15626,Review of Economic Studies,2006.0,Matthew O. Jackson,Matthew O. Jackson,pja7
15628,Review of Economic Studies,2006.0,Ricardo Lagos,Ricardo Lagos,pla18
15629,Review of Economic Studies,2006.0,Rafael Lalive,Rafael Lalive,pla4
15630,Review of Economic Studies,2006.0,Jan Van Ours,Jan Van Ours,pva54
15631,Review of Economic Studies,2006.0,Josef Zweimuller,Josef Zweimuller,pzw2
15634,Review of Economic Studies,2006.0,Davide Pettenuzzo,Davide Pettenuzzo,ppe516
15635,Review of Economic Studies,2006.0,Allan Timmermann,Allan Timmermann,pti8
15636,Review of Economic Studies,2006.0,Vasiliki Skreta,Vasiliki Skreta,psk88
15637,Review of Economic Studies,2006.0,Ran Spiegler,Ran Spiegler,psp83
15638,Review of Economic Studies,2007.0,Rui Albuquerque,Rui Albuquerque,pal94
15639,Review of Economic Studies,2007.0,Gregory H. Bauer,Gregory H. Bauer,pba468
15640,Review of Economic Studies,2007.0,Martin Schneider,Martin Schneider,psc361
15641,Review of Economic Studies,2007.0,Martin Schneider,Martin Schneider,psc69
15642,Review of Economic Studies,2007.0,Andrew B. Bernard,Andrew B. Bernard,pbe478
15644,Review of Economic Studies,2007.0,Peter K. Schott,Peter K. Schott,psc98
15645,Review of Economic Studies,2007.0,Raj Chetty,Raj Chetty,pch161
15647,Review of Economic Studies,2007.0,Karl Schmedders,Karl Schmedders,psc9
15648,Review of Economic Studies,2007.0,Tymon Tatur,Tymon Tatur,pta241
15649,Review of Economic Studies,2007.0,Luisa Fuster,Luisa Fuster,pfu2
15650,Review of Economic Studies,2007.0,Faruk Gul,Faruk Gul,pgu73
15651,Review of Economic Studies,2007.0,Wolfgang Pesendorfer,Wolfgang Pesendorfer,ppe7
15653,Review of Economic Studies,2007.0,Nicolas Sahuguet,Nicolas Sahuguet,psa566
15654,Review of Economic Studies,2007.0,Wojciech Kopczuk,Wojciech Kopczuk,pko20
15655,Review of Economic Studies,2007.0,Joseph P. Lupton,Joseph P. Lupton,plu123
15656,Review of Economic Studies,2007.0,Kiminori Matsuyama,Kiminori Matsuyama,pma143
15658,Review of Economic Studies,2007.0,Nicola Pavoni,Nicola Pavoni,ppa312
15660,Review of Economic Studies,2007.0,Muhamet Yildiz,Muhamet Yildiz,pyi16
15662,Review of Economic Studies,2007.0,Thomas Mariotti,Thomas Mariotti,pma1276
15663,Review of Economic Studies,2007.0,Guillaume Plantin,Guillaume Plantin,ppl50
15667,Review of Economic Studies,2007.0,John Van Reenen,John Van Reenen,pva45
15670,Review of Economic Studies,2007.0,Thierry Magnac,Thierry Magnac,pma44
15671,Review of Economic Studies,2007.0,Costas Meghir,Costas Meghir,pme144
15672,Review of Economic Studies,2007.0,Kim-Sau Chung,Kim-Sau Chung,pch330
15678,Review of Economic Studies,2007.0,Wojciech Olszewski,Wojciech Olszewski,pol76
15679,Review of Economic Studies,2007.0,Esteban Rossi-Hansberg,Esteban Rossi-Hansberg,pro72
15682,Review of Economic Studies,2007.0,Steven Callander,Steven Callander,pca440
15683,Review of Economic Studies,2007.0,Eddie Dekel,Eddie Dekel,pde118
15685,Review of Economic Studies,2007.0,Okan Yilankaya,Okan Yilankaya,pyi24
15687,Review of Economic Studies,2007.0,Thomas R. Palfrey,Thomas R. Palfrey,ppa1164
15688,Review of Economic Studies,2007.0,Brian W. Rogers,Brian W. Rogers,pro198
15692,Review of Economic Studies,2007.0,Andrei A. Levchenko,Andrei A. Levchenko,ple223
15694,Review of Economic Studies,2007.0,Maurizio Mazzocco,Maurizio Mazzocco,pma383
15695,Review of Economic Studies,2007.0,Ryo Nakajima,Ryo Nakajima,pna251
15697,Review of Economic Studies,2007.0,Norman Schofield,Norman Schofield,psc88
15700,Review of Economic Studies,2007.0,Ravi Bansal,Ravi Bansal,pba818
15701,Review of Economic Studies,2007.0,A. Ronald Gallant,A. Ronald Gallant,pga696
15702,Review of Economic Studies,2007.0,George Tauchen,George Tauchen,pta61
15704,Review of Economic Studies,2007.0,Joel L. Horowitz,Joel L. Horowitz,pho36
15707,Review of Economic Studies,2007.0,Andreas Hornstein,Andreas Hornstein,pho142
15710,Review of Economic Studies,2007.0,Kyle Hyndman,Kyle Hyndman,phy5
15711,Review of Economic Studies,2007.0,Debraj Ray,Debraj Ray,pra6
15713,Review of Economic Studies,2007.0,Clotilde Napp,Clotilde Napp,pna164
15714,Review of Economic Studies,2007.0,Wei Li,Wei Li,pli1030
15715,Review of Economic Studies,2007.0,Wei Li,Wei Li,pli294
15716,Review of Economic Studies,2007.0,Wei Li,Wei Li,pli922
15717,Review of Economic Studies,2007.0,Claudio Michelacci,Claudio Michelacci,pmi94
15719,Review of Economic Studies,2007.0,J. Peter Neary,J. Peter Neary,pne11
15722,Review of Economic Studies,2007.0,Martin Schneider,Martin Schneider,psc361
15723,Review of Economic Studies,2007.0,Martin Schneider,Martin Schneider,psc69
15726,Review of Economic Studies,2007.0,Sheridan Titman,Sheridan Titman,pti51
15727,Review of Economic Studies,2007.0,Pierre-Olivier Weill,Pierre-Olivier Weill,pwe79
15730,Review of Economic Studies,2008.0,Gadi Barlevy,Gadi Barlevy,pba129
15731,Review of Economic Studies,2008.0,Antonio Cabrales,Antonio Cabrales,pca5
15733,Review of Economic Studies,2008.0,Nicola Pavoni,Nicola Pavoni,ppa312
15734,Review of Economic Studies,2008.0,Guillermo Caruana,Guillermo Caruana,pca170
15736,Review of Economic Studies,2008.0,Raymond Fisman,Raymond Fisman,pfi257
15739,Review of Economic Studies,2008.0,Itamar Simonson,Itamar Simonson,psi122
15741,Review of Economic Studies,2008.0,Alexander Guembel,Alexander Guembel,pgu286
15744,Review of Economic Studies,2008.0,William H. Sandholm,William H. Sandholm,psa1569
15745,Review of Economic Studies,2008.0,Alexandre Mas,Alexandre Mas,pma2363
15746,Review of Economic Studies,2008.0,Ricardo Alonso,Ricardo Alonso,pal640
15748,Review of Economic Studies,2008.0,Marc J. Melitz,Marc J. Melitz,pme260
15751,Review of Economic Studies,2008.0,Thomas Wiseman,Thomas Wiseman,pwi274
15755,Review of Economic Studies,2008.0,Martin Browning,Martin Browning,pbr221
15756,Review of Economic Studies,2008.0,Ian Crawford,Ian Crawford,pcr80
15757,Review of Economic Studies,2008.0,Simon Board,Simon Board,pbo105
15760,Review of Economic Studies,2008.0,Giancarlo Corsetti,Giancarlo Corsetti,pco185
15761,Review of Economic Studies,2008.0,Luca Dedola,Luca Dedola,pde41
15762,Review of Economic Studies,2008.0,Sylvain Leduc,Sylvain Leduc,ple111
15766,Review of Economic Studies,2008.0,Chris Wallace,Chris Wallace,pwa219
15767,Review of Economic Studies,2008.0,Volker Nocke,Volker Nocke,pno17
15769,Review of Economic Studies,2008.0,Andrew Postlewaite,Andrew Postlewaite,ppo86
15770,Review of Economic Studies,2008.0,Larry Samuelson,Larry Samuelson,psa80
15771,Review of Economic Studies,2008.0,Dan Silverman,Dan Silverman,psi181
15773,Review of Economic Studies,2008.0,Rajiv Sethi,Rajiv Sethi,pse5
15775,Review of Economic Studies,2008.0,Lones Smith,Lones Smith,psm1
15777,Review of Economic Studies,2008.0,Irina A. Telyukova,Irina A. Telyukova,pte90
15778,Review of Economic Studies,2008.0,Randall Wright,Randall Wright,pwr2
15779,Review of Economic Studies,2008.0,Marco Bassetto,Marco Bassetto,pba77
15780,Review of Economic Studies,2008.0,Christopher Phelan,Christopher Phelan,pph1
15781,Review of Economic Studies,2008.0,Steven Callander,Steven Callander,pca440
15783,Review of Economic Studies,2008.0,Wing Suen,Wing Suen,psu33
15784,Review of Economic Studies,2008.0,Miguel A. Costa-Gomes,Miguel A. Costa-Gomes,pco25
15787,Review of Economic Studies,2008.0,Ghazala Mansuri,Ghazala Mansuri,pma873
15788,Review of Economic Studies,2008.0,Paul Klein,Paul Klein,pkl10
15791,Review of Economic Studies,2008.0,Guido Lorenzoni,Guido Lorenzoni,plo185
15792,Review of Economic Studies,2008.0,Thierry Magnac,Thierry Magnac,pma44
15793,Review of Economic Studies,2008.0,Eric Maurin,Eric Maurin,pma182
15794,Review of Economic Studies,2008.0,Philippe Martin,Philippe Martin,pma588
15795,Review of Economic Studies,2008.0,Thierry Mayer,Thierry Mayer,pma443
15797,Review of Economic Studies,2008.0,Martin Pesendorfer,Martin Pesendorfer,ppe80
15798,Review of Economic Studies,2008.0,Philipp Schmidt-Dengler,Philipp Schmidt-Dengler,psc657
15799,Review of Economic Studies,2008.0,Sergio Rebelo,Sergio Rebelo,pre4
15802,Review of Economic Studies,2008.0,Marc J. Melitz,Marc J. Melitz,pme260
15804,Review of Economic Studies,2008.0,Daron Acemoglu,Daron Acemoglu,pac16
15805,Review of Economic Studies,2008.0,Georgy Egorov,Georgy Egorov,peg15
15806,Review of Economic Studies,2008.0,Konstantin Sonin,Konstantin Sonin,pso47
15807,Review of Economic Studies,2008.0,Mohammad Arzaghi,Mohammad Arzaghi,par94
15808,Review of Economic Studies,2008.0,J. Vernon Henderson,J. Vernon Henderson,phe30
15809,Review of Economic Studies,2008.0,Mariagiovanna Baccara,Mariagiovanna Baccara,pba110
15810,Review of Economic Studies,2008.0,Heski Bar-Isaac,Heski Bar-Isaac,pba94
15811,Review of Economic Studies,2008.0,Walter Beckert,Walter Beckert,pbe439
15814,Review of Economic Studies,2008.0,Gordon B. Dahl,Gordon B. Dahl,pda455
15815,Review of Economic Studies,2008.0,Enrico Moretti,Enrico Moretti,pmo392
15817,Review of Economic Studies,2008.0,Oded Galor,Oded Galor,pga46
15818,Review of Economic Studies,2008.0,Andrew Mountford,Andrew Mountford,pmo81
15820,Review of Economic Studies,2008.0,Ping He,Ping He,phe155
15821,Review of Economic Studies,2008.0,Anna Pavlova,Anna Pavlova,ppa810
15822,Review of Economic Studies,2008.0,Roberto Rigobon,Roberto Rigobon,pri12
15825,Review of Economic Studies,2008.0,Ariel Rubinstein,Ariel Rubinstein,pru8
15826,Review of Economic Studies,2009.0,Mark Aguiar,Mark Aguiar,pag57
15827,Review of Economic Studies,2009.0,Manuel Amador,Manuel Amador,pam50
15828,Review of Economic Studies,2009.0,Gita Gopinath,Gita Gopinath,pgo327
15832,Review of Economic Studies,2009.0,Jean-Marc Robin,Jean-Marc Robin,pro323
15834,Review of Economic Studies,2009.0,Cyril Monnet,Cyril Monnet,pmo288
15838,Review of Economic Studies,2009.0,Oded Galor,Oded Galor,pga46
15839,Review of Economic Studies,2009.0,Omer Moav,Omer Moav,pmo62
15840,Review of Economic Studies,2009.0,Dietrich Vollrath,Dietrich Vollrath,pvo98
15841,Review of Economic Studies,2009.0,Frank Heinemann,Frank Heinemann,phe217
15842,Review of Economic Studies,2009.0,Rosemarie Nagel,Rosemarie Nagel,pna134
15844,Review of Economic Studies,2009.0,Christian Hellwig,Christian Hellwig,phe110
15845,Review of Economic Studies,2009.0,Laura Veldkamp,Laura Veldkamp,pve40
15847,Review of Economic Studies,2009.0,Benny Moldovanu,Benny Moldovanu,pmo12
15853,Review of Economic Studies,2009.0,Joshua C. Pinkston,Joshua C. Pinkston,ppi149
15854,Review of Economic Studies,2009.0,Guillaume Plantin,Guillaume Plantin,ppl50
15856,Review of Economic Studies,2009.0,Antonio Mele,Antonio Mele,pme239
15857,Review of Economic Studies,2009.0,Antonio Mele,Antonio Mele,pme328
15859,Review of Economic Studies,2009.0,Uri Gneezy,Uri Gneezy,pgn18
15860,Review of Economic Studies,2009.0,George Loewenstein,George Loewenstein,plo51
15862,Review of Economic Studies,2009.0,Jushan Bai,Jushan Bai,pba53
15865,Review of Economic Studies,2009.0,Martin Browning,Martin Browning,pbr221
15868,Review of Economic Studies,2009.0,Gian Luca Clementi,Gian Luca Clementi,pcl12
15869,Review of Economic Studies,2009.0,Glenn Macdonald,Glenn Macdonald,pma84
15870,Review of Economic Studies,2009.0,Jiahua Che,Jiahua Che,pch369
15871,Review of Economic Studies,2009.0,David De La Croix,David De La Croix,pde44
15872,Review of Economic Studies,2009.0,Matthias Doepke,Matthias Doepke,pdo8
15873,Review of Economic Studies,2009.0,Paolo Epifani,Paolo Epifani,pep4
15874,Review of Economic Studies,2009.0,Gino Gancia,Gino Gancia,pga165
15875,Review of Economic Studies,2009.0,Raffaella Giacomini,Raffaella Giacomini,pgi20
15876,Review of Economic Studies,2009.0,Barbara Rossi,Barbara Rossi,pro86
15877,Review of Economic Studies,2009.0,Boyan Jovanovic,Boyan Jovanovic,pjo20
15878,Review of Economic Studies,2009.0,Gueorgui Kambourov,Gueorgui Kambourov,pka293
15879,Review of Economic Studies,2009.0,Iourii Manovskii,Iourii Manovskii,pma158
15880,Review of Economic Studies,2009.0,Augustin Landier,Augustin Landier,pla423
15882,Review of Economic Studies,2009.0,David Thesmar,David Thesmar,pth258
15883,Review of Economic Studies,2009.0,Claudio Michelacci,Claudio Michelacci,pmi94
15884,Review of Economic Studies,2009.0,Vincenzo Quadrini,Vincenzo Quadrini,pqu2
15886,Review of Economic Studies,2009.0,Fernando Alvarez,Fernando Alvarez,pal356
15887,Review of Economic Studies,2009.0,Andrew Atkeson,Andrew Atkeson,pat52
15888,Review of Economic Studies,2009.0,Patrick J. Kehoe,Patrick J. Kehoe,pke4
15889,Review of Economic Studies,2009.0,Patrick Bolton,Patrick Bolton,pbo544
15890,Review of Economic Studies,2009.0,Olivier Jeanne,Olivier Jeanne,pje59
15891,Review of Economic Studies,2009.0,Yoosoon Chang,Yoosoon Chang,pch209
15892,Review of Economic Studies,2009.0,Wonho Song,Wonho Song,pso510
15893,Review of Economic Studies,2009.0,Eddie Dekel,Eddie Dekel,pde118
15895,Review of Economic Studies,2009.0,Aldo Rustichini,Aldo Rustichini,pru209
15896,Review of Economic Studies,2009.0,Emmanuel Farhi,Emmanuel Farhi,pfa207
15897,Review of Economic Studies,2009.0,Mikhail Golosov,Mikhail Golosov,pgo200
15898,Review of Economic Studies,2009.0,Aleh Tsyvinski,Aleh Tsyvinski,pts51
15899,Review of Economic Studies,2009.0,Takako Fujiwara-Greve,Takako Fujiwara-Greve,pfu16
15900,Review of Economic Studies,2009.0,Masahiro Okuno-Fujiwara,Masahiro Okuno-Fujiwara,pok31
15901,Review of Economic Studies,2009.0,Alessandro Gavazza,Alessandro Gavazza,pga173
15902,Review of Economic Studies,2009.0,Alessandro Lizzeri,Alessandro Lizzeri,pli177
15903,Review of Economic Studies,2009.0,Hugo A. Hopenhayn,Hugo A. Hopenhayn,pho217
15904,Review of Economic Studies,2009.0,Juan Pablo Nicolini,Juan Pablo Nicolini,pni159
15906,Review of Economic Studies,2009.0,Ryan Oprea,Ryan Oprea,pop18
15907,Review of Economic Studies,2009.0,Daniel Friedman,Daniel Friedman,pfr22
15909,Review of Economic Studies,2009.0,Jan Potters,Jan Potters,ppo171
15910,Review of Economic Studies,2009.0,Sigrid Suetens,Sigrid Suetens,psu165
15913,Review of Economic Studies,2009.0,Dirk Bergemann,Dirk Bergemann,pbe258
15914,Review of Economic Studies,2009.0,Stephen Morris,Stephen Morris,pmo35
15915,Review of Economic Studies,2009.0,Stephen Morris,Stephen Morris,pmo9
15916,Review of Economic Studies,2009.0,Patrick Bolton,Patrick Bolton,pbo544
15919,Review of Economic Studies,2009.0,Eleonora Patacchini,Eleonora Patacchini,ppa393
15920,Review of Economic Studies,2009.0,Yves Zenou,Yves Zenou,pze5
15921,Review of Economic Studies,2009.0,Georges Dionne,Georges Dionne,pdi189
15922,Review of Economic Studies,2009.0,Pascal St-Amour,Pascal St-Amour,pst64
15924,Review of Economic Studies,2009.0,Alexander Guembel,Alexander Guembel,pgu286
15926,Review of Economic Studies,2009.0,Gueorgui Kambourov,Gueorgui Kambourov,pka293
15927,Review of Economic Studies,2009.0,Navin Kartik,Navin Kartik,pka189
15928,Review of Economic Studies,2009.0,Tong Li,Tong Li,pli1105
15929,Review of Economic Studies,2009.0,Tong Li,Tong Li,pli416
15930,Review of Economic Studies,2009.0,Xiaoyong Zheng,Xiaoyong Zheng,pzh711
15931,Review of Economic Studies,2009.0,Lydia Mechtenberg,Lydia Mechtenberg,pme484
15932,Review of Economic Studies,2009.0,Theo Offerman,Theo Offerman,pof6
15933,Review of Economic Studies,2009.0,Joep Sonnemans,Joep Sonnemans,pso320
15935,Review of Economic Studies,2009.0,Peter P. Wakker,Peter P. Wakker,pwa205
15936,Review of Economic Studies,2010.0,Mark Armstrong,Mark Armstrong,par85
15938,Review of Economic Studies,2010.0,Lones Smith,Lones Smith,psm1
15939,Review of Economic Studies,2010.0,Mark Armstrong,Mark Armstrong,par85
15940,Review of Economic Studies,2010.0,John Vickers,John Vickers,pvi114
15941,Review of Economic Studies,2010.0,Marco Battaglini,Marco Battaglini,pba170
15942,Review of Economic Studies,2010.0,Rebecca B. Morton,Rebecca B. Morton,pmo1159
15943,Review of Economic Studies,2010.0,Thomas R. Palfrey,Thomas R. Palfrey,ppa1164
15944,Review of Economic Studies,2010.0,Paul Beaudry,Paul Beaudry,pbe35
15945,Review of Economic Studies,2010.0,Patrick Francois,Patrick Francois,pfr24
15947,Review of Economic Studies,2010.0,J. Ignacio Conde-Ruiz,J. Ignacio Conde-Ruiz,pco86
15950,Review of Economic Studies,2010.0,Carsten Eckel,Carsten Eckel,pec12
15951,Review of Economic Studies,2010.0,J. Peter Neary,J. Peter Neary,pne11
15952,Review of Economic Studies,2010.0,Andrea Galeotti,Andrea Galeotti,pga17
15953,Review of Economic Studies,2010.0,Sanjeev Goyal,Sanjeev Goyal,pgo329
15954,Review of Economic Studies,2010.0,Matthew O. Jackson,Matthew O. Jackson,pja7
15955,Review of Economic Studies,2010.0,Fernando Vega-Redondo,Fernando Vega-Redondo,pve144
15959,Review of Economic Studies,2010.0,Aico Van Vuuren,Aico Van Vuuren,pva4
15960,Review of Economic Studies,2010.0,Han Hong,Han Hong,pho353
15961,Review of Economic Studies,2010.0,Matthew Shum,Matthew Shum,psh47
15962,Review of Economic Studies,2010.0,Guido Lorenzoni,Guido Lorenzoni,plo185
15965,Review of Economic Studies,2010.0,Oriana Bandiera,Oriana Bandiera,pba451
15966,Review of Economic Studies,2010.0,Iwan Barankay,Iwan Barankay,pba470
15971,Review of Economic Studies,2010.0,Jean-Marc Robin,Jean-Marc Robin,pro323
15976,Review of Economic Studies,2010.0,John Kennan,John Kennan,pke13
15978,Review of Economic Studies,2010.0,Daniel F. Waggoner,Daniel F. Waggoner,pwa463
15979,Review of Economic Studies,2010.0,Tao Zha,Tao Zha,pzh80
15980,Review of Economic Studies,2010.0,Jean Tirole,Jean Tirole,pti33
15981,Review of Economic Studies,2010.0,Matthew Rabin,Matthew Rabin,pra660
15982,Review of Economic Studies,2010.0,Dimitri Vayanos,Dimitri Vayanos,pva498
15983,Review of Economic Studies,2010.0,Stijn Van Nieuwerburgh,Stijn Van Nieuwerburgh,pva368
15984,Review of Economic Studies,2010.0,Laura Veldkamp,Laura Veldkamp,pve40
15985,Review of Economic Studies,2010.0,Pierre Yared,Pierre Yared,pya107
15986,Review of Economic Studies,2010.0,Daron Acemoglu,Daron Acemoglu,pac16
15987,Review of Economic Studies,2010.0,Mikhail Golosov,Mikhail Golosov,pgo200
15988,Review of Economic Studies,2010.0,Aleh Tsyvinski,Aleh Tsyvinski,pts51
15991,Review of Economic Studies,2010.0,Suleyman Basak,Suleyman Basak,pba891
15992,Review of Economic Studies,2010.0,Hongjun Yan,Hongjun Yan,pya276
15993,Review of Economic Studies,2010.0,Patrick Bolton,Patrick Bolton,pbo544
15995,Review of Economic Studies,2010.0,Moshe Buchinsky,Moshe Buchinsky,pbu314
15998,Review of Economic Studies,2010.0,Rusty Tchernis,Rusty Tchernis,ptc4
16000,Review of Economic Studies,2010.0,Jisong Wu,Jisong Wu,pwu142
16001,Review of Economic Studies,2010.0,Marcus Hagedorn,Marcus Hagedorn,pha949
16002,Review of Economic Studies,2010.0,Jeanne Hagenbach,Jeanne Hagenbach,pha710
16004,Review of Economic Studies,2010.0,Elhanan Helpman,Elhanan Helpman,phe205
16005,Review of Economic Studies,2010.0,Oleg Itskhoki,Oleg Itskhoki,pit14
16009,Review of Economic Studies,2010.0,Emi Nakamura,Emi Nakamura,pna121
16010,Review of Economic Studies,2010.0,Dawit Zerom,Dawit Zerom,pze48
16011,Review of Economic Studies,2010.0,Sule Alan,Sule Alan,pal184
16012,Review of Economic Studies,2010.0,Martin Browning,Martin Browning,pbr221
16013,Review of Economic Studies,2010.0,Siwan Anderson,Siwan Anderson,pan256
16014,Review of Economic Studies,2010.0,Debraj Ray,Debraj Ray,pra6
16016,Review of Economic Studies,2010.0,Berta Esteve-Volart,Berta Esteve-Volart,pes61
16017,Review of Economic Studies,2010.0,Timothy Besley,Timothy Besley,pbe46
16018,Review of Economic Studies,2010.0,Torsten Persson,Torsten Persson,ppe28
16019,Review of Economic Studies,2010.0,Daniel M. Sturm,Daniel M. Sturm,pst443
16020,Review of Economic Studies,2010.0,Martin Browning,Martin Browning,pbr221
16023,Review of Economic Studies,2010.0,Ian Crawford,Ian Crawford,pcr80
16025,Review of Economic Studies,2010.0,Harris Schlesinger,Harris Schlesinger,psc438
16027,Review of Economic Studies,2010.0,Tatyana Koreshkova,Tatyana Koreshkova,pko349
16028,Review of Economic Studies,2010.0,Diego Restuccia,Diego Restuccia,pre7
16031,Review of Economic Studies,2010.0,Toshihiko Mukoyama,Toshihiko Mukoyama,pmu40
16034,Review of Economic Studies,2010.0,Matthias Sutter,Matthias Sutter,psu6
16037,Review of Economic Studies,2010.0,Stijn Van Nieuwerburgh,Stijn Van Nieuwerburgh,pva368
16038,Review of Economic Studies,2010.0,Pierre-Olivier Weill,Pierre-Olivier Weill,pwe79
16039,Review of Economic Studies,2011.0,Jose Apesteguia,Jose Apesteguia,pap14
16041,Review of Economic Studies,2011.0,Rosa Ferrer,Rosa Ferrer,pfe282
16042,Review of Economic Studies,2011.0,Jinhui H. Bai,Jinhui H. Bai,pba367
16043,Review of Economic Studies,2011.0,Roger Lagunoff,Roger Lagunoff,pla16
16044,Review of Economic Studies,2011.0,Fernando Broner,Fernando Broner,pbr162
16045,Review of Economic Studies,2011.0,Jaume Ventura,Jaume Ventura,pve110
16047,Review of Economic Studies,2011.0,Archishman Chakraborty,Archishman Chakraborty,pch423
16049,Review of Economic Studies,2011.0,Laurens Cherchye,Laurens Cherchye,pch127
16050,Review of Economic Studies,2011.0,Bram De Rock,Bram De Rock,pde305
16051,Review of Economic Studies,2011.0,Frederic Vermeulen,Frederic Vermeulen,pve33
16052,Review of Economic Studies,2011.0,Yili Chien,Yili Chien,pch650
16053,Review of Economic Studies,2011.0,Harold Cole,Harold Cole,pco70
16054,Review of Economic Studies,2011.0,Hanno Lustig,Hanno Lustig,plu17
16055,Review of Economic Studies,2011.0,Kfir Eliaz,Kfir Eliaz,pel87
16056,Review of Economic Studies,2011.0,Ran Spiegler,Ran Spiegler,psp83
16058,Review of Economic Studies,2011.0,Emre Ozdenoren,Emre Ozdenoren,poz43
16059,Review of Economic Studies,2011.0,Kathy Yuan,Kathy Yuan,pyu196
16061,Review of Economic Studies,2011.0,Jeremy Lise,Jeremy Lise,pli167
16062,Review of Economic Studies,2011.0,Shannon Seitz,Shannon Seitz,pse14
16063,Review of Economic Studies,2011.0,Enrico Moretti,Enrico Moretti,pmo392
16064,Review of Economic Studies,2011.0,Andrew Ang,Andrew Ang,pan374
16065,Review of Economic Studies,2011.0,Jean Boivin,Jean Boivin,pbo43
