idd,journal,year,author,name,Short-Id
5110,American Economic Review,2012.0,jurgen huber,,
5111,Review of Economic Studies,2008.0,jussi keppo,,
5112,The Quarterly Journal of Economics,2008.0,justin gallagher,,
5113,American Economic Review,2012.0,justin ho,,
5116,American Economic Review,2002.0,justin mccrary,,
5117,American Economic Review,2011.0,justin mccrary,,
5118,American Economic Review,2007.0,justin mccrary,,
5119,American Economic Review,2006.0,justin p. johnson,,
5120,American Economic Review,2017.0,justin p. johnson,,
5121,Review of Economic Studies,2017.0,justin p. johnson,,
5122,American Economic Review,2003.0,justin p. johnson,,
5123,American Economic Review,2012.0,justin r. sydnor,,
5124,The Quarterly Journal of Economics,2017.0,justin sydnor,,
5128,Econometrica,2013.0,juuso toikka,,
5129,Econometrica,2014.0,juuso toikka,,
5130,Review of Economic Studies,2017.0,juuso toikka,,
5131,Econometrica,2002.0,juuso valimaki,,
5132,Econometrica,2010.0,juuso vlimki,,
5133,Journal of Political Economy,2006.0,juuso vã¤limã¤ki,,
5134,Review of Economic Studies,2000.0,juuso välimäki,,
5135,The Quarterly Journal of Economics,2003.0,juuso välimäki,,
5136,Review of Economic Studies,2011.0,juuso välimäki,,
5137,Econometrica,2003.0,jrgen w. weibull,,
5138,American Economic Review,2012.0,jã³n steinsson,,
5139,American Economic Review,2012.0,jã³zsef sã¡kovics,,
5140,Journal of Political Economy,2017.0,jérôme adda,,
5141,The Quarterly Journal of Economics,2016.0,jérôme adda,,
5142,Journal of Political Economy,2014.0,jérôme adda,,
5143,American Economic Review,2006.0,jérôme adda,,
5144,Review of Economic Studies,2017.0,jérôme bolte,,
5145,The Quarterly Journal of Economics,2018.0,jón steinsson,,
5146,American Economic Review,2008.0,jón steinsson,,
5147,The Quarterly Journal of Economics,2010.0,jón steinsson,,
5148,The Quarterly Journal of Economics,2018.0,jón steinsson,,
5149,American Economic Review,2016.0,jón steinsson,,
5150,The Quarterly Journal of Economics,2008.0,jón steinsson,,
5151,Econometrica,2004.0,józsef sákovics,,
5152,The Quarterly Journal of Economics,2013.0,jörg heining,,
5153,The Quarterly Journal of Economics,2018.0,jörg l spenkuch,,
5154,American Economic Review,2018.0,jörg l. spenkuch,,
5155,Journal of Political Economy,2018.0,jörg l. spenkuch,,
5156,American Economic Review,2005.0,jörg oechssler,,
5157,Econometrica,2018.0,jörg stoye,,
5158,Econometrica,2019.0,jörg stoye,,
5159,American Economic Review,2019.0,jörg weber,,
5160,Econometrica,2002.0,jörgen hansen,,
5161,American Economic Review,2009.0,jörgen w. weibull,,
5162,Econometrica,2013.0,jörgen w. weibull,,
5163,American Economic Review,2010.0,jörgen w. weibull,,
5164,Econometrica,2015.0,jörgen weibull,,
5165,American Economic Review,2006.0,jürgen meckl,,
5166,Econometrica,2001.0,"kagel, john h",,
5167,Journal of Political Economy,2017.0,kai-uwe kühn,,
5168,Econometrica,2000.0,kalyan chatterjee,,
5170,The Quarterly Journal of Economics,2013.0,kamalesh rao,,
5171,Econometrica,2001.0,"kamihigashi, takashi",,
5172,American Economic Review,2018.0,kamila sommer,,
5173,Econometrica,2003.0,kandori michihiro,,
5174,Review of Economic Studies,2019.0,kareem haggag,,
5175,Review of Economic Studies,2014.0,karel r. s. m. mertens,,
5176,Review of Economic Studies,2017.0,karen a. kopecky,,
5178,Journal of Political Economy,2004.0,karen e. dynan,,
5179,American Economic Review,2000.0,karen e. dynan,,
5181,Review of Economic Studies,2002.0,karim abadir,,
5182,Econometrica,2003.0,karim m. abadir,,
5183,Econometrica,2002.0,karim m. abadir,,
5184,Review of Economic Studies,2005.0,karine mazurier,,
5186,Journal of Political Economy,2006.0,karsten jeske,,
5187,The Quarterly Journal of Economics,2007.0,kasper meisner nielsen,,
5188,Review of Economic Studies,2018.0,katalin bognar,,
5189,American Economic Review,2001.0,kate krause,,
5190,American Economic Review,2011.0,katharine coman,,
5191,The Quarterly Journal of Economics,2005.0,katherine baicker,,
5192,The Quarterly Journal of Economics,2015.0,katherine baicker,,
5193,The Quarterly Journal of Economics,2012.0,katherine baicker,,
5194,The Quarterly Journal of Economics,2014.0,katherine baldiga coffman,,
5195,The Quarterly Journal of Economics,2012.0,katherine casey,,
5196,American Economic Review,2015.0,katherine casey,,
5197,American Economic Review,2019.0,katherine coffman,,
5198,The Quarterly Journal of Economics,2016.0,katherine coffman,,
5199,American Economic Review,2012.0,katherine ho,,
5200,American Economic Review,2009.0,katherine ho,,
5201,Review of Economic Studies,2005.0,kathleen m. hagerty,,
5204,American Economic Review,2005.0,kathryn e. spier,,
5205,American Economic Review,2018.0,kathryn e. spier,,
5206,American Economic Review,2009.0,kathryn e. spier,,
5208,American Economic Review,2007.0,kathryn zeiler,,
5209,American Economic Review,2013.0,katja seim,,
5210,Econometrica,2018.0,katja seim,,
5211,American Economic Review,2011.0,katja seim,,
5212,American Economic Review,2014.0,katrina jessoe,,
5213,American Economic Review,2014.0,katrine v. l?ken,,
5214,Journal of Political Economy,2015.0,katrine v. løken,,
5216,The Quarterly Journal of Economics,2017.0,kayuki c. kaizzi,,
5217,Econometrica,2001.0,"kehoe, timothy j",,
5218,American Economic Review,2015.0,keith kuester,,
5220,The Quarterly Journal of Economics,2016.0,kelly shue,,
5221,The Quarterly Journal of Economics,2019.0,kelly shue,,
5222,Econometrica,2003.0,ken burdett,,
5223,Journal of Political Economy,2009.0,ken hendricks,,
5226,Review of Economic Studies,2003.0,kenneth hendricks,,
5227,Review of Economic Studies,2018.0,kenneth i wolpin,,
5228,Journal of Political Economy,2015.0,kenneth i. wolpin,,
5229,American Economic Review,2006.0,kenneth i. wolpin,,
5230,Journal of Political Economy,2018.0,kenneth i. wolpin,,
5231,Econometrica,2006.0,kenneth i. wolpin,,
5239,American Economic Review,2015.0,kenneth w. shotts,,
5244,American Economic Review,2005.0,keong t. woo,,
5245,American Economic Review,2002.0,kermit daniel,,
5246,American Economic Review,2018.0,kerwin kofi charles,,
5247,Journal of Political Economy,2003.0,kerwin kofi charles,,
5248,The Quarterly Journal of Economics,2009.0,kerwin kofi charles,,
5249,The Quarterly Journal of Economics,2018.0,kerwin kofi charles,,
5250,Journal of Political Economy,2008.0,kerwin kofi charles,,
5254,American Economic Review,2000.0,kevin c. murdock,,
5255,Econometrica,2015.0,kevin caves,,
5257,American Economic Review,2019.0,kevin hjortshøj o'rourke,,
5262,Journal of Political Economy,2007.0,kevin p. hutchinson,,
5264,Journal of Political Economy,2015.0,kieran walsh,,
5269,Review of Economic Studies,2019.0,kinsey b bryant-lees,,
5270,American Economic Review,2007.0,kira r. fabrizio,,
5278,American Economic Review,2003.0,koleman s. strumpf,,
5279,Journal of Political Economy,2002.0,koleman s. strumpf,,
5280,Journal of Political Economy,2007.0,koleman strumpf,,
5285,Review of Economic Studies,2016.0,konrad menzel,,
5286,American Economic Review,2019.0,konrad mierendorff,,
5287,American Economic Review,2019.0,konrad mierendorff,,
5288,Journal of Political Economy,2016.0,konrad o. stahl,,
5289,Review of Economic Studies,2017.0,konrad stahl,,
5290,Econometrica,2014.0,konstantin milbradt,,
5291,American Economic Review,2019.0,konstantin milbradt,,
5292,The Quarterly Journal of Economics,2013.0,kory kroft,,
5293,American Economic Review,2009.0,kory kroft,,
5294,Review of Economic Studies,2016.0,kory kroft,,
5295,Econometrica,2015.0,kota saito,,
5296,American Economic Review,2015.0,kota saito,,
5297,American Economic Review,2013.0,kota saito,,
5298,American Economic Review,2011.0,kota saito,,
5299,Journal of Political Economy,2011.0,kris james mitchener,,
5300,Journal of Political Economy,2019.0,kris james mitchener,,
5301,Journal of Political Economy,2009.0,kris james mitchener,,
5302,Econometrica,2001.0,"krishna, vijay",,
5303,Journal of Political Economy,2002.0,kristian rydqvist,,
5306,Journal of Political Economy,2019.0,kristopher w. ramsay,,
5307,Review of Economic Studies,2012.0,kristóf madarász,,
5308,Review of Economic Studies,2017.0,kristóf madarász,,
5311,American Economic Review,2016.0,kyle emerick,,
5312,American Economic Review,2015.0,kyle emerick,,
5316,American Economic Review,2018.0,kyle jurado,,
5317,American Economic Review,2015.0,kyle jurado,,
5319,Econometrica,2016.0,kyoungwon seo,,
5320,Econometrica,2009.0,kyoungwon seo,,
5321,Econometrica,2016.0,kyoungwon seo,,
5322,Econometrica,2014.0,kyoungwon seo,,
5323,Econometrica,2014.0,kyoungwon seo,,
5324,Journal of Political Economy,2020.0,kyungchul song,,
5325,Econometrica,2018.0,kyungmin kim,,
5326,Econometrica,2015.0,kyungmin kim,,
5327,Review of Economic Studies,2018.0,kyungmin kim,,
5328,American Economic Review,2014.0,l. kamran bilir,,
5331,Econometrica,2001.0,"laibson, david",,
5332,Journal of Political Economy,2013.0,laine rutledge,,
5333,American Economic Review,2014.0,lakshmi krishnan,,
5334,The Quarterly Journal of Economics,2015.0,lan yao,,
5335,Econometrica,2009.0,lance fortnow,,
5337,Econometrica,2001.0,"lando, david",,
5345,American Economic Review,2013.0,larry selden,,
5346,American Economic Review,2014.0,larry selden,,
5347,American Economic Review,2016.0,lars a. lochstoer,,
5350,Journal of Political Economy,2017.0,lars börner,,
5354,The Quarterly Journal of Economics,2016.0,lars j. kirkeboen,,
5355,The Quarterly Journal of Economics,2017.0,lars kirkeboen,,
5360,American Economic Review,2018.0,lars-alexander kuehn,,
5361,American Economic Review,2001.0,lars-hendrik roller,,
5362,American Economic Review,2006.0,lars-hendrik röller,,
5363,Journal of Political Economy,2019.0,lasse eika,,
5364,Review of Economic Studies,2008.0,laura blow,,
5365,American Economic Review,2002.0,laura chadwick,,
5370,Review of Economic Studies,2019.0,laura pilossoph,,
5371,American Economic Review,2018.0,laura puccio,,
5372,Journal of Political Economy,2009.0,laura xiaolei liu,,
5374,Journal of Political Economy,2008.0,lauren cohen,,
5375,Journal of Political Economy,2017.0,lauren cohen,,
5376,Journal of Political Economy,2011.0,lauren cohen,,
5377,The Quarterly Journal of Economics,2019.0,lauren falcao bergquist,,
5379,The Quarterly Journal of Economics,2019.0,laurence van lent,,
5380,Journal of Political Economy,2006.0,laurie r. santos,,
5381,American Economic Review,2017.0,laurie weingart,,
5385,American Economic Review,2009.0,lawrence h. goulder,,
5386,Journal of Political Economy,2003.0,lawrence h. goulder,,
5392,Journal of Political Economy,2000.0,lawrence j. lau,,
5393,American Economic Review,2004.0,lawrence m. ausubel,,
5394,American Economic Review,2006.0,lawrence m. ausubel,,
5395,Review of Economic Studies,2014.0,lawrence m. ausubel,,
5396,American Economic Review,2018.0,lawrence m. ausubel,,
5398,American Economic Review,2016.0,lawrence schmidt,,
5399,Econometrica,2001.0,"le breton, michel",,
5403,The Quarterly Journal of Economics,2012.0,lee c. vermeulen,,
5407,The Quarterly Journal of Economics,2006.0,lee g. branstetter,,
5408,American Economic Review,2002.0,lee g. branstetter,,
5409,Review of Economic Studies,2018.0,leeat yariv,,
5410,Journal of Political Economy,2019.0,leeat yariv,,
5411,Econometrica,2011.0,leeat yariv,,
5412,American Economic Review,2016.0,leeat yariv,,
5413,American Economic Review,2014.0,leeat yariv,,
5414,American Economic Review,2012.0,leeat yariv,,
5415,Review of Economic Studies,2010.0,leeat yariv,,
5416,American Economic Review,2015.0,leeat yariv,,
5417,American Economic Review,2012.0,leemore dafny,,
5418,American Economic Review,2010.0,leemore s. dafny,,
5419,American Economic Review,2005.0,leemore s. dafny,,
5420,Econometrica,2001.0,"lehrer, ehud",,
5421,Econometrica,2001.0,"lei, vivian",,
5424,American Economic Review,2018.0,lena hensvik,,
5425,American Economic Review,2007.0,leon yang chu,,
5426,The Quarterly Journal of Economics,2000.0,leonard wantchekon,,
5427,American Economic Review,2011.0,leonard wantchekon,,
5428,The Quarterly Journal of Economics,2015.0,leonard wantchekon,,
5429,The Quarterly Journal of Economics,2016.0,leonardo s. alencar,,
5430,The Quarterly Journal of Economics,2017.0,leonid kogan,,
5431,Journal of Political Economy,2003.0,leonid kogan,,
5432,Journal of Political Economy,2002.0,leonid kogan,,
5433,Journal of Political Economy,2009.0,leonid kogan,,
5440,Review of Economic Studies,2004.0,levent koçkesen,,
5441,Econometrica,2001.0,"levin, dan",,
5442,Econometrica,2001.0,"levine, carolyn b",,
5443,Econometrica,2001.0,"levine, david k",,
5444,American Economic Review,2004.0,li wenli,,
5445,American Economic Review,2016.0,liana jacobi,,
5446,Econometrica,2014.0,liang hu,,
5447,American Economic Review,2017.0,linda babcock,,
5448,American Economic Review,2017.0,lindsay fox,,
5449,American Economic Review,2010.0,lindsay m. king,,
5450,American Economic Review,2014.0,ling huang,,
5451,Journal of Political Economy,2004.0,lior menzly,,
5452,Econometrica,2001.0,"lipman, barton l",,
5453,The Quarterly Journal of Economics,2010.0,liran einav,,
5454,Journal of Political Economy,2018.0,liran einav,,
5455,American Economic Review,2013.0,liran einav,,
5456,Econometrica,2012.0,liran einav,,
5457,Econometrica,2010.0,liran einav,,
5458,American Economic Review,2018.0,liran einav,,
5459,American Economic Review,2014.0,liran einav,,
5460,Review of Economic Studies,2008.0,liran einav,,
5461,American Economic Review,2007.0,liran einav,,
5462,American Economic Review,2009.0,liran einav,,
5463,The Quarterly Journal of Economics,2015.0,liran einav,,
5464,American Economic Review,2012.0,liran einav,,
5465,American Economic Review,2002.0,lisa a. kramer,,
5466,American Economic Review,2003.0,lisa a. kramer,,
5467,American Economic Review,2000.0,lisa a. kramer,,
5472,The Quarterly Journal of Economics,2012.0,lisa sanbonmatsu,,
5474,Econometrica,2008.0,lmaz,,
5475,The Quarterly Journal of Economics,2018.0,lorenz kueng,,
5476,Econometrica,2019.0,lorenzo bastianello,,
5477,American Economic Review,2019.0,lorenzo casaburi,,
5478,American Economic Review,2018.0,lorenzo casaburi,,
5479,The Quarterly Journal of Economics,2016.0,lorenzo casaburi,,
5483,American Economic Review,2011.0,lowell j. taylor,,
5484,American Economic Review,2002.0,lowell j. taylor,,
5485,American Economic Review,2015.0,lowell j. taylor,,
5486,Journal of Political Economy,2004.0,lowell j. taylor,,
5487,American Economic Review,2016.0,lowell taylor,,
5488,The Quarterly Journal of Economics,2011.0,lu,,
5489,American Economic Review,2009.0,lubo pástor,,
5496,American Economic Review,2014.0,luciano pomatto,,
5497,Econometrica,2004.0,lucy white,,
5498,American Economic Review,2005.0,lucy white,,
5499,American Economic Review,2007.0,lucy white,,
5500,American Economic Review,2020.0,ludwig straub,,
5501,American Economic Review,2019.0,luhang wang,,
5502,American Economic Review,2017.0,luhang wang,,
5503,American Economic Review,2005.0,luis a. v. catão,,
5504,Review of Economic Studies,2019.0,luis armona,,
5505,American Economic Review,2004.0,luis felipe céspedes,,
5506,American Economic Review,2016.0,luis r. cámara fuertes,,
5507,Econometrica,2006.0,luis rayo,,
5508,Journal of Political Economy,2007.0,luis rayo,,
5509,Journal of Political Economy,2010.0,luis rayo,,
5510,Review of Economic Studies,2007.0,luis rayo,,
5511,American Economic Review,2019.0,luis rayo,,
5512,American Economic Review,2017.0,luis rayo,,
5513,Review of Economic Studies,2015.0,luis rayo,,
5515,American Economic Review,2019.0,lukas kremens,,
5517,Review of Economic Studies,2011.0,lukasz pomorski,,
5518,American Economic Review,2018.0,luke n. condra,,
5520,Review of Economic Studies,2011.0,luís cabral,,
5521,American Economic Review,2003.0,luís m b cabral,,
5522,American Economic Review,2005.0,luís santos-pinto,,
5523,American Economic Review,2003.0,lynn f. cherkas,,
5524,American Economic Review,2015.0,lászló halpern,,
5525,American Economic Review,2003.0,m. ayhan kose,,
5526,American Economic Review,2012.0,m. christopher roebuck,,
5529,American Economic Review,2012.0,m. kate bundorf,,
5530,American Economic Review,2013.0,m. keith chen,,
5531,Journal of Political Economy,2019.0,m. keith chen,,
5532,Journal of Political Economy,2006.0,m. keith chen,,
5533,Review of Economic Studies,2006.0,m. r. weale,,
5534,American Economic Review,2007.0,m. utku ünver,,
5535,Review of Economic Studies,2010.0,m. utku ünver,,
5536,The Quarterly Journal of Economics,2004.0,m. utku ünver,,
5537,Journal of Political Economy,2019.0,m. utku ünver,,
5538,Review of Economic Studies,2004.0,maarten c. w. janssen,,
5541,Econometrica,2019.0,maciej h. kotowski,,
5542,Econometrica,2001.0,"maenner, eliot",,
5543,Review of Economic Studies,2015.0,maia güell,,
5544,American Economic Review,2018.0,mallesh m. pai,,
5545,American Economic Review,2007.0,mana komai,,
5546,American Economic Review,2001.0,manfredi m. a. la manna,,
5547,American Economic Review,2012.0,manju puri,,
5548,The Quarterly Journal of Economics,2012.0,manos matsaganis,,
5549,Econometrica,2004.0,manuel a. domínguez,,
5551,American Economic Review,2018.0,manuel garcía-santana,,
5555,American Economic Review,2016.0,manzoor h. dar,,
5556,American Economic Review,2009.0,mara lederman,,
5560,Review of Economic Studies,2001.0,marc oliver bettzüge,,
5561,Econometrica,2009.0,marc uetz,,
5567,Review of Economic Studies,2011.0,marcin p&eogon,,
5568,American Economic Review,2013.0,marcin p?ski,,
5569,American Economic Review,2001.0,marco bianchi,,
5570,American Economic Review,2009.0,marco cagetti,,
5571,Journal of Political Economy,2006.0,marco cagetti,,
5573,Econometrica,2019.0,marco licalzi,,
5574,The Quarterly Journal of Economics,2003.0,marcus stanley,,
5575,The Quarterly Journal of Economics,2006.0,marcy burchfield,,
5576,American Economic Review,2014.0,marek pycia,,
5577,Review of Economic Studies,2014.0,marek pycia,,
5578,Econometrica,2012.0,marek pycia,,
5580,The Quarterly Journal of Economics,2019.0,margaret kyle,,
5581,American Economic Review,2000.0,margaret m. mcconnell,,
5582,American Economic Review,2017.0,margaret sheridan,,
5583,American Economic Review,2007.0,maria marta ferreyra,,
5584,Econometrica,2002.0,maria-pia victoria-feser,,
5585,The Quarterly Journal of Economics,2012.0,marian v. wrobel,,
5586,American Economic Review,2019.0,mariana garcía-schmidt,,
5587,American Economic Review,2017.0,mariann ollár,,
5590,Journal of Political Economy,2011.0,mariano m. croce,,
5591,American Economic Review,2015.0,mariano sigman,,
5595,Review of Economic Studies,2013.0,marie-claude beaulieu,,
5598,American Economic Review,2002.0,mariko sakakibara,,
5599,Journal of Political Economy,2017.0,marina agranov,,
5601,Journal of Political Economy,2016.0,mario samano,,
5602,Econometrica,2017.0,marion goussé,,
5603,American Economic Review,2016.0,marissa beck,,
5604,American Economic Review,2002.0,marjorie flavin,,
5605,American Economic Review,2008.0,marjorie flavin,,
5606,Econometrica,2002.0,mark a. satterthwaite,,
5607,Journal of Political Economy,2020.0,mark a. satterthwaite,,
5608,The Quarterly Journal of Economics,2000.0,mark b. mcclellan,,
5609,American Economic Review,2018.0,mark bils,,
5610,American Economic Review,2000.0,mark bils,,
5611,The Quarterly Journal of Economics,2009.0,mark bils,,
5612,American Economic Review,2015.0,mark bils,,
5613,American Economic Review,2012.0,mark bils,,
5614,American Economic Review,2000.0,mark bils,,
5615,American Economic Review,2001.0,mark bils,,
5616,Journal of Political Economy,2004.0,mark bils,,
5617,Econometrica,2010.0,mark braverman,,
5621,The Quarterly Journal of Economics,2013.0,mark e. glickman,,
5622,American Economic Review,2011.0,mark e. votruba,,
5623,American Economic Review,2017.0,mark egan,,
5624,Journal of Political Economy,2019.0,mark egan,,
5625,American Economic Review,2002.0,mark fey,,
5628,Journal of Political Economy,2010.0,mark heitmann,,
5629,American Economic Review,2005.0,mark israel,,
5632,The Quarterly Journal of Economics,2005.0,mark j. garmaise,,
5638,American Economic Review,2002.0,mark j. mccabe,,
5639,Econometrica,2012.0,mark jenkins,,
5640,American Economic Review,2018.0,mark l. j. wright,,
5641,American Economic Review,2007.0,mark l. j. wright,,
5642,Review of Economic Studies,2012.0,mark l. j. wright,,
5643,American Economic Review,2015.0,mark l. j. wright,,
5644,Review of Economic Studies,2007.0,mark l. j. wright,,
5645,American Economic Review,2017.0,mark ottoni-wilhelm,,
5647,American Economic Review,2013.0,mark r. cullen,,
5648,American Economic Review,2012.0,mark r. cullen,,
5649,The Quarterly Journal of Economics,2010.0,mark r. cullen,,
5650,American Economic Review,2015.0,mark r. jacobsen,,
5651,American Economic Review,2009.0,mark r. jacobsen,,
5657,Econometrica,2010.0,mark satterthwaite,,
5658,Econometrica,2007.0,mark satterthwaite,,
5659,The Quarterly Journal of Economics,2015.0,mark schankerman,,
5660,Econometrica,2013.0,mark schankerman,,
5661,American Economic Review,2016.0,mark schankerman,,
5662,American Economic Review,2019.0,mark shepard,,
5663,Econometrica,2002.0,mark stegeman,,
5664,American Economic Review,2007.0,mark stegeman,,
5665,Review of Economic Studies,2011.0,mark votruba,,
5666,American Economic Review,2001.0,mark walker,,
5667,The Quarterly Journal of Economics,2015.0,marko klanja,,
5668,Review of Economic Studies,2009.0,marko terviö,,
5669,Econometrica,2011.0,markus brückner,,
5671,Econometrica,2010.0,markus krtzig,,
5674,The Quarterly Journal of Economics,2009.0,markus m. möbius,,
5677,The Quarterly Journal of Economics,2019.0,marshall burke,,
5678,American Economic Review,2005.0,marta reynal-querol,,
5679,American Economic Review,2020.0,marta rubio-codina,,
5680,Econometrica,2002.0,marten h. wegkamp,,
5681,American Economic Review,2008.0,martijn j. van den assem,,
5684,Econometrica,2011.0,martin b. knudsen,,
5685,The Quarterly Journal of Economics,2019.0,martin beraja,,
5686,The Quarterly Journal of Economics,2019.0,martin beraja,,
5687,Econometrica,2019.0,martin beraja,,
5689,American Economic Review,2014.0,martin d'amours,,
5690,Journal of Political Economy,2002.0,martin d. d. evans,,
5691,Review of Economic Studies,2011.0,martin dufwenberg,,
5692,American Economic Review,2005.0,martin dufwenberg,,
5693,Econometrica,2006.0,martin dufwenberg,,
5694,American Economic Review,2011.0,martin dufwenberg,,
5695,Econometrica,2002.0,martin dufwenberg,,
5701,Review of Economic Studies,2018.0,martin oconnell,,
5702,American Economic Review,2019.0,martin rotemberg,,
5707,The Quarterly Journal of Economics,2009.0,martina björkman,,
5708,The Quarterly Journal of Economics,2013.0,martín a. rossi,,
5709,Review of Economic Studies,2011.0,martín a. rossi,,
5710,The Quarterly Journal of Economics,2019.0,martín gonzalez-rozada,,
5711,Journal of Political Economy,2016.0,martín uribe,,
5712,Review of Economic Studies,2006.0,martín uribe,,
5713,American Economic Review,2018.0,martín uribe,,
5715,The Quarterly Journal of Economics,2019.0,mary jialin li,,
5716,Econometrica,2012.0,marzena rostek,,
5717,Review of Economic Studies,2014.0,marzena rostek,,
5718,Econometrica,2012.0,marzena rostek,,
5719,Review of Economic Studies,2010.0,marzena rostek,,
5720,American Economic Review,2017.0,marzena rostek,,
5721,American Economic Review,2001.0,masanori hashimoto,,
5722,Journal of Political Economy,2014.0,masatoshi tsumagari,,
5723,Econometrica,2004.0,masatoshi tsumagari,,
5724,American Economic Review,2007.0,massimiliano de santis,,
5725,Review of Economic Studies,2006.0,mathias hungerbühler,,
5734,American Economic Review,2017.0,matias iaryczower,,
5735,Journal of Political Economy,2018.0,matias iaryczower,,
5736,American Economic Review,2012.0,matias iaryczower,,
5737,Review of Economic Studies,2018.0,matthew a masten,,
5738,Econometrica,2018.0,matthew a. masten,,
5748,Journal of Political Economy,2019.0,matthew backus,,
5751,American Economic Review,2014.0,matthew elliott,,
5752,Journal of Political Economy,2019.0,matthew elliott,,
5754,Econometrica,2014.0,matthew gentry,,
5771,The Quarterly Journal of Economics,2012.0,matthew hansen,,
5774,The Quarterly Journal of Economics,2004.0,matthew j. butler,,
5778,Econometrica,2005.0,matthew s. dey,,
5781,Review of Economic Studies,2005.0,matthew w. white,,
5782,Journal of Political Economy,2016.0,matthew wai-poi,,
5788,American Economic Review,2019.0,matthew zaragoza-watkins,,
5789,Econometrica,2012.0,matthias hagmann,,
5790,American Economic Review,2017.0,matthias heinz,,
5791,Review of Economic Studies,2018.0,matthias kredler,,
5794,Review of Economic Studies,2019.0,mattia nardotto,,
5804,American Economic Review,2004.0,maurice e. lucas,,
5805,American Economic Review,2011.0,maurice e. schweitzer,,
5806,Review of Economic Studies,2012.0,maurice kugler,,
5807,American Economic Review,2018.0,max croce,,
5808,The Quarterly Journal of Economics,2015.0,max kapustin,,
5811,American Economic Review,2016.0,maxim troshkin,,
5814,Journal of Political Economy,2017.0,maya rossin-slater,,
5815,American Economic Review,2018.0,maya rossin-slater,,
5816,American Economic Review,2018.0,maya rossin-slater,,
5817,Econometrica,2001.0,"mcguire, paul",,
5818,Econometrica,2001.0,"mclennan, andrew",,
5819,American Economic Review,2019.0,megha patnaik,,
5820,American Economic Review,2006.0,meghan busse,,
5821,American Economic Review,2013.0,meghan r. busse,,
5822,The Quarterly Journal of Economics,2015.0,meghan r. busse,,
5826,American Economic Review,2015.0,melissa dell,,
5827,Econometrica,2010.0,melissa dell,,
5828,The Quarterly Journal of Economics,2018.0,melissa dell,,
5829,Econometrica,2018.0,melissa dell,,
5832,American Economic Review,2016.0,melissa tartari,,
5833,American Economic Review,2002.0,melonie b. williams,,
5839,Econometrica,2006.0,meng-yu liang,,
5842,American Economic Review,2010.0,meredith fowlie,,
5843,The Quarterly Journal of Economics,2018.0,meredith fowlie,,
5844,Journal of Political Economy,2016.0,meredith fowlie,,
5845,American Economic Review,2012.0,meredith fowlie,,
5846,Review of Economic Studies,2010.0,mette ejrnæs,,
5847,Journal of Political Economy,2018.0,mette ejrnæs,,
5848,Review of Economic Studies,2019.0,michael bailey,,
5849,Journal of Political Economy,2018.0,michael bailey,,
5850,American Economic Review,2011.0,michael c. yates,,
5858,Econometrica,2017.0,michael d. könig,,
5870,American Economic Review,2012.0,michael faye,,
5871,American Economic Review,2013.0,michael frakes,,
5873,Econometrica,2008.0,michael golosov,,
5874,The Quarterly Journal of Economics,2015.0,michael housman,,
5875,American Economic Review,2013.0,michael hout,,
5876,American Economic Review,2015.0,michael i. norton,,
5877,The Quarterly Journal of Economics,2019.0,michael j dickstein,,
5878,The Quarterly Journal of Economics,2018.0,michael j dickstein,,
5886,American Economic Review,2016.0,michael johannes,,
5890,The Quarterly Journal of Economics,2000.0,michael khoo,,
5891,The Quarterly Journal of Economics,2011.0,michael kremer,,
5892,American Economic Review,2002.0,michael kremer,,
5893,American Economic Review,2011.0,michael kremer,,
5894,The Quarterly Journal of Economics,2016.0,michael kremer,,
5895,American Economic Review,2006.0,michael kremer,,
5896,American Economic Review,2000.0,michael kremer,,
5897,American Economic Review,2006.0,michael kremer,,
5898,American Economic Review,2003.0,michael kremer,,
5899,The Quarterly Journal of Economics,2009.0,michael kremer,,
5900,American Economic Review,2015.0,michael kremer,,
5901,Journal of Political Economy,2015.0,michael kremer,,
5902,The Quarterly Journal of Economics,2007.0,michael kremer,,
5903,American Economic Review,2006.0,michael kremer,,
5904,The Quarterly Journal of Economics,2015.0,michael kremer,,
5905,American Economic Review,2011.0,michael kremer,,
5906,Econometrica,2004.0,michael kremer,,
5907,American Economic Review,2015.0,michael kumhof,,
5912,American Economic Review,2006.0,michael naef,,
5917,American Economic Review,2019.0,michael rosenberg,,
5919,American Economic Review,2007.0,michael schwarz,,
5920,American Economic Review,2007.0,michael schwarz,,
5921,American Economic Review,2011.0,michael sinkinson,,
5922,American Economic Review,2014.0,michael sinkinson,,
5923,Review of Economic Studies,2019.0,michael sinkinson,,
5924,American Economic Review,2002.0,michael spence,,
5925,American Economic Review,2010.0,michael spezio,,
5926,Review of Economic Studies,2000.0,michael suk-young chwe,,
5927,American Economic Review,2007.0,michael tomz,,
5928,American Economic Review,2012.0,michael w. l. elsby,,
5929,Econometrica,2018.0,michal kolesár,,
5930,American Economic Review,2018.0,michal kolesár,,
5931,Review of Economic Studies,2018.0,michal kolesár,,
5932,The Quarterly Journal of Economics,2019.0,michal kolesár,,
5933,American Economic Review,2016.0,michal krawczyk,,
5934,American Economic Review,2015.0,michel andré maréchal,,
5935,Review of Economic Studies,2015.0,michel andré maréchal,,
5936,American Economic Review,2000.0,michel benaim,,
5937,Econometrica,2003.0,michel benaôm,,
5938,Econometrica,2013.0,michele piccione,,
5939,The Quarterly Journal of Economics,2012.0,michele piccione,,
