,journal,year,author,name,Short-Id
9313,Journal of Political Economy,2002.0,David Andolfatto,David Andolfatto,pan9
9314,Journal of Political Economy,2002.0,Kjell G. Nyborg,Kjell G. Nyborg,pny9
9318,Journal of Political Economy,2002.0,Mark O. Wilhelm,Mark O. Wilhelm,pwi112
9319,Journal of Political Economy,2002.0,Douglas Gollin,Douglas Gollin,pgo22
9323,Journal of Political Economy,2002.0,Austan Goolsbee,Austan Goolsbee,pgo49
9325,Journal of Political Economy,2002.0,Jess Benhabib,Jess Benhabib,pbe53
9326,Journal of Political Economy,2002.0,Stephanie Schmitt-Grohe,Stephanie Schmitt-Grohe,psc44
9327,Journal of Political Economy,2002.0,Martin Uribe,Martin Uribe,pur9
9329,Journal of Political Economy,2002.0,Maristella Botticini,Maristella Botticini,pbo72
9330,Journal of Political Economy,2002.0,Michael Peters,Michael Peters,ppe16
9331,Journal of Political Economy,2002.0,Aloysius Siow,Aloysius Siow,psi13
9333,Journal of Political Economy,2002.0,Mark Grinblatt,Mark Grinblatt,pgr231
9334,Journal of Political Economy,2002.0,David Levine,David Levine,ple26
9335,Journal of Political Economy,2002.0,David Levine,David Levine,ple80
9336,Journal of Political Economy,2002.0,Charlotte Ostergaard,Charlotte Ostergaard,pos33
9342,Journal of Political Economy,2002.0,Gilles Saint-Paul,Gilles Saint-Paul,psa60
9344,Journal of Political Economy,2002.0,Claudia Goldin,Claudia Goldin,pgo601
9345,Journal of Political Economy,2002.0,Lawrence F. Katz,Lawrence F. Katz,pka266
9347,Journal of Political Economy,2002.0,James Banks,James Banks,pba509
9350,Journal of Political Economy,2002.0,George M. Constantinides,George M. Constantinides,pco144
9352,Journal of Political Economy,2002.0,Annette Vissing-Jorgensen,Annette Vissing-Jorgensen,pvi437
9353,Journal of Political Economy,2002.0,Steven Tadelis,Steven Tadelis,pta314
9356,Journal of Political Economy,2002.0,Assaf Razin,Assaf Razin,pra388
9357,Journal of Political Economy,2002.0,Efraim Sadka,Efraim Sadka,psa492
9358,Journal of Political Economy,2002.0,Phillip Swagel,Phillip Swagel,psw34
9360,Journal of Political Economy,2002.0,Sven E. Feldmann,Sven E. Feldmann,pfe233
9361,Journal of Political Economy,2002.0,Glenn Ellison,Glenn Ellison,pel10
9362,Journal of Political Economy,2002.0,Glenn Ellison,Glenn Ellison,pel10
9363,Journal of Political Economy,2002.0,Kiminori Matsuyama,Kiminori Matsuyama,pma143
9365,Journal of Political Economy,2002.0,Patrick Bolton,Patrick Bolton,pbo544
9368,Journal of Political Economy,2002.0,Oscar Jorda,Oscar Jorda,pjo46
9371,Journal of Political Economy,2002.0,Michael Greenstone,Michael Greenstone,pgr38
9372,Journal of Political Economy,2002.0,S. Rao Aiyagari,S. Rao Aiyagari,pai4
9373,Journal of Political Economy,2002.0,Albert Marcet,Albert Marcet,pma173
9375,Journal of Political Economy,2002.0,Juha Seppala,Juha Seppala,pse13
9380,Journal of Political Economy,2002.0,Bruno Crepon,Bruno Crepon,pcr135
9384,Journal of Political Economy,2002.0,Francesco Caselli,Francesco Caselli,pca205
9386,Journal of Political Economy,2003.0,Philip A. Haile,Philip A. Haile,pha381
9387,Journal of Political Economy,2003.0,Elie Tamer,Elie Tamer,pta279
9388,Journal of Political Economy,2003.0,Kei-Mu Yi,Kei-Mu Yi,pyi44
9389,Journal of Political Economy,2003.0,James Peck,James Peck,ppe62
9390,Journal of Political Economy,2003.0,Karl Shell,Karl Shell,psh2
9394,Journal of Political Economy,2003.0,Owen A. Lamont,Owen A. Lamont,pla600
9395,Journal of Political Economy,2003.0,Richard H. Thaler,Richard H. Thaler,pth67
9396,Journal of Political Economy,2003.0,Siwan Anderson,Siwan Anderson,pan256
9398,Journal of Political Economy,2003.0,Bill Dupor,Bill Dupor,pdu275
9400,Journal of Political Economy,2003.0,George Hall,George Hall,pha118
9401,Journal of Political Economy,2003.0,Amartya Lahiri,Amartya Lahiri,pla150
9410,Journal of Political Economy,2003.0,Hideo Owan,Hideo Owan,pow33
9411,Journal of Political Economy,2003.0,Andrew Schotter,Andrew Schotter,psc146
9412,Journal of Political Economy,2003.0,Barry Sopher,Barry Sopher,pso46
9414,Journal of Political Economy,2003.0,Charles Michalopoulos,Charles Michalopoulos,pmi91
9420,Journal of Political Economy,2003.0,Erik Plug,Erik Plug,ppl8
9424,Journal of Political Economy,2003.0,Murray C. Kemp,Murray C. Kemp,pke88
9425,Journal of Political Economy,2003.0,Koji Shimomura,Koji Shimomura,psh548
9428,Journal of Political Economy,2003.0,Lu Zhang,Lu Zhang,pzh29
9429,Journal of Political Economy,2003.0,Lu Zhang,Lu Zhang,pzh643
9430,Journal of Political Economy,2003.0,B. Douglas Bernheim,B. Douglas Bernheim,pbe81
9432,Journal of Political Economy,2003.0,Lisa George,Lisa George,pge24
9433,Journal of Political Economy,2003.0,Joel Waldfogel,Joel Waldfogel,pwa46
9434,Journal of Political Economy,2003.0,Alberto Bennardo,Alberto Bennardo,pbe1083
9437,Journal of Political Economy,2003.0,Javier Diaz-Gimenez,Javier Diaz-Gimenez,pda223
9438,Journal of Political Economy,2003.0,Jose-Victor Rios-Rull,Jose-Victor Rios-Rull,pri8
9439,Journal of Political Economy,2003.0,Raquel Fernandez,Raquel Fernandez,pfe17
9440,Journal of Political Economy,2003.0,Richard Rogerson,Richard Rogerson,pro53
9445,Journal of Political Economy,2003.0,Thomas Mariotti,Thomas Mariotti,pma1276
9448,Journal of Political Economy,2003.0,Thomas Piketty,Thomas Piketty,ppi17
9449,Journal of Political Economy,2003.0,Marianne Bertrand,Marianne Bertrand,pbe697
9450,Journal of Political Economy,2003.0,Sendhil Mullainathan,Sendhil Mullainathan,pmu103
9452,Journal of Political Economy,2003.0,Enrico Moretti,Enrico Moretti,pmo392
9453,Journal of Political Economy,2003.0,Ernesto Dal Bo,Ernesto Dal Bo,pda416
9454,Journal of Political Economy,2003.0,Rafael Di Tella,Rafael Di Tella,pdi128
9456,Journal of Political Economy,2003.0,Erik Hurst,Erik Hurst,phu87
9458,Journal of Political Economy,2003.0,Wei Xiong,Wei Xiong,pxi88
9461,Journal of Political Economy,2003.0,Patrick J. Kehoe,Patrick J. Kehoe,pke4
9463,Journal of Political Economy,2003.0,Wojciech Kopczuk,Wojciech Kopczuk,pko20
9464,Journal of Political Economy,2003.0,Muriel Niederle,Muriel Niederle,pni95
9467,Journal of Political Economy,2003.0,Li Gan,Li Gan,pga94
9468,Journal of Political Economy,2003.0,Victoria Vernon,Victoria Vernon,pve106
9469,Journal of Political Economy,2003.0,Angus Deaton,Angus Deaton,pde30
9470,Journal of Political Economy,2003.0,Christina Paxson,Christina Paxson,ppa335
9471,Journal of Political Economy,2003.0,Marc Fleurbaey,Marc Fleurbaey,pfl78
9472,Journal of Political Economy,2003.0,Bertil Tungodden,Bertil Tungodden,ptu94
9477,Journal of Political Economy,2004.0,Daniel M. Bernhofen,Daniel M. Bernhofen,pbe514
9479,Journal of Political Economy,2004.0,Steven Berry,Steven Berry,pbe18
9480,Journal of Political Economy,2004.0,James Levinsohn,James Levinsohn,ple386
9481,Journal of Political Economy,2004.0,Ariel Pakes,Ariel Pakes,ppa20
9482,Journal of Political Economy,2004.0,Ivo Welch,Ivo Welch,pwe95
9485,Journal of Political Economy,2004.0,Amy Finkelstein,Amy Finkelstein,pfi264
9486,Journal of Political Economy,2004.0,James Poterba,James Poterba,ppo19
9488,Journal of Political Economy,2004.0,Antoine Bommier,Antoine Bommier,pbo59
9489,Journal of Political Economy,2004.0,Pierre Dubois,Pierre Dubois,pdu26
9490,Journal of Political Economy,2004.0,Louis Kaplow,Louis Kaplow,pka44
9491,Journal of Political Economy,2004.0,Steven Shavell,Steven Shavell,psh42
9493,Journal of Political Economy,2004.0,Alexandre Mas,Alexandre Mas,pma2363
9494,Journal of Political Economy,2004.0,Gregory D. Hess,Gregory D. Hess,phe20
9495,Journal of Political Economy,2004.0,Erik Hurst,Erik Hurst,phu87
9496,Journal of Political Economy,2004.0,Annamaria Lusardi,Annamaria Lusardi,plu347
9497,Journal of Political Economy,2004.0,Alberto Alesina,Alberto Alesina,pal207
9499,Journal of Political Economy,2004.0,Caroline Hoxby,Caroline Hoxby,pho46
9501,Journal of Political Economy,2004.0,Jonathan Skinner,Jonathan Skinner,psk23
9503,Journal of Political Economy,2004.0,Rafael La Porta,Rafael La Porta,pla273
9505,Journal of Political Economy,2004.0,Cristian Pop-Eleches,Cristian Pop-Eleches,ppo349
9506,Journal of Political Economy,2004.0,Andrei Shleifer,Andrei Shleifer,psh93
9509,Journal of Political Economy,2004.0,Daron Acemoglu,Daron Acemoglu,pac16
9512,Journal of Political Economy,2004.0,Pol Antras,Pol Antras,pan181
9513,Journal of Political Economy,2004.0,Elhanan Helpman,Elhanan Helpman,phe205
9516,Journal of Political Economy,2004.0,Alberto Bisin,Alberto Bisin,pbi10
9517,Journal of Political Economy,2004.0,Giorgio Topa,Giorgio Topa,pto149
9520,Journal of Political Economy,2004.0,Gary D. Libecap,Gary D. Libecap,pli409
9521,Journal of Political Economy,2004.0,Kjetil Storesletten,Kjetil Storesletten,pst4
9523,Journal of Political Economy,2004.0,Amir Yaron,Amir Yaron,pya156
9532,Journal of Political Economy,2004.0,Gabrielle Demange,Gabrielle Demange,pde113
9535,Journal of Political Economy,2004.0,Thomas Cooley,Thomas Cooley,pco35
9536,Journal of Political Economy,2004.0,Ramon Marimon,Ramon Marimon,pma763
9537,Journal of Political Economy,2004.0,Vincenzo Quadrini,Vincenzo Quadrini,pqu2
9538,Journal of Political Economy,2004.0,Roland Benabou,Roland Benabou,pbe27
9539,Journal of Political Economy,2004.0,Jean Tirole,Jean Tirole,pti33
9540,Journal of Political Economy,2004.0,Yong-Seok Choi,Yong-Seok Choi,pyo52
9542,Journal of Political Economy,2004.0,Martin Gaynor,Martin Gaynor,pga1
9543,Journal of Political Economy,2004.0,James B. Rebitzer,James B. Rebitzer,pre77
9545,Journal of Political Economy,2004.0,Itzhak Gilboa,Itzhak Gilboa,pgi34
9546,Journal of Political Economy,2004.0,Dov Samet,Dov Samet,psa836
9547,Journal of Political Economy,2004.0,David Schmeidler,David Schmeidler,psc61
9548,Journal of Political Economy,2004.0,Carol Ann Rogers,Carol Ann Rogers,pro599
9552,Journal of Political Economy,2004.0,Tor Jakob Klette,Tor Jakob Klette,pkl51
9554,Journal of Political Economy,2004.0,Nicola Persico,Nicola Persico,ppe261
9555,Journal of Political Economy,2004.0,Andrew Postlewaite,Andrew Postlewaite,ppo86
9556,Journal of Political Economy,2004.0,Dan Silverman,Dan Silverman,psi181
9557,Journal of Political Economy,2004.0,Andrew W. Lo,Andrew W. Lo,plo171
9560,Journal of Political Economy,2004.0,Jonah B. Gelbach,Jonah B. Gelbach,pge238
9563,Journal of Political Economy,2004.0,Chad Syverson,Chad Syverson,psy13
9564,Journal of Political Economy,2004.0,Fernando Alvarez,Fernando Alvarez,pal356
9566,Journal of Political Economy,2004.0,Andrew Caplin,Andrew Caplin,pca77
9567,Journal of Political Economy,2004.0,John Leahy,John Leahy,ple189
9569,Journal of Political Economy,2004.0,Richard C. Green,Richard C. Green,pgr453
9570,Journal of Political Economy,2004.0,Rajiv Sethi,Rajiv Sethi,pse5
9571,Journal of Political Economy,2004.0,Rohini Somanathan,Rohini Somanathan,pso127
9577,Journal of Political Economy,2004.0,Alexandre Skiba,Alexandre Skiba,psk37
9578,Journal of Political Economy,2004.0,Derek Neal,Derek Neal,pne138
9579,Journal of Political Economy,2004.0,"Robert E. Lucas, Jr.","Robert E. Lucas, Jr.",plu15
9581,Journal of Political Economy,2004.0,James J. Heckman,James J. Heckman,phe22
9584,Journal of Political Economy,2004.0,Sherwin Rosen,Sherwin Rosen,pro58
9586,Journal of Political Economy,2004.0,Richard H. Thaler,Richard H. Thaler,pth67
9589,Journal of Political Economy,2004.0,Kevin M. Murphy,Kevin M. Murphy,pmu108
9590,Journal of Political Economy,2004.0,Robert H. Topel,Robert H. Topel,pto111
9591,Journal of Political Economy,2004.0,Orley Ashenfelter,Orley Ashenfelter,pas9
9592,Journal of Political Economy,2004.0,Michael Greenstone,Michael Greenstone,pgr38
9593,Journal of Political Economy,2004.0,Dennis W. Carlton,Dennis W. Carlton,pca14
9598,Journal of Political Economy,2004.0,Hao Li,Hao Li,pli8
9599,Journal of Political Economy,2004.0,Wing Suen,Wing Suen,psu33
9601,Journal of Political Economy,2005.0,Martin Eichenbaum,Martin Eichenbaum,pei4
9602,Journal of Political Economy,2005.0,Charles L. Evans,Charles L. Evans,pev23
9604,Journal of Political Economy,2005.0,Sebastian Galiani,Sebastian Galiani,pga326
9605,Journal of Political Economy,2005.0,Paul Gertler,Paul Gertler,pge194
9606,Journal of Political Economy,2005.0,Ernesto Schargrodsky,Ernesto Schargrodsky,psc348
9608,Journal of Political Economy,2005.0,Joseph G. Altonji,Joseph G. Altonji,pal266
9611,Journal of Political Economy,2005.0,Jonathan A. Parker,Jonathan A. Parker,ppa21
9612,Journal of Political Economy,2005.0,Christian Julliard,Christian Julliard,pju2
9614,Journal of Political Economy,2005.0,Daniel Chiquiar,Daniel Chiquiar,pch702
9616,Journal of Political Economy,2005.0,Gary S. Becker,Gary S. Becker,pbe29
9617,Journal of Political Economy,2005.0,Kevin M. Murphy,Kevin M. Murphy,pmu108
9618,Journal of Political Economy,2005.0,Ivan Werning,Ivan Werning,pwe141
9619,Journal of Political Economy,2005.0,Monika Piazzesi,Monika Piazzesi,ppi37
9621,Journal of Political Economy,2005.0,Joseph Gyourko,Joseph Gyourko,pgy3
9623,Journal of Political Economy,2005.0,Michael Greenstone,Michael Greenstone,pgr38
9625,Journal of Political Economy,2005.0,Ricardo Lagos,Ricardo Lagos,pla18
9626,Journal of Political Economy,2005.0,Randall Wright,Randall Wright,pwr2
9627,Journal of Political Economy,2005.0,Charles Engel,Charles Engel,pen14
9628,Journal of Political Economy,2005.0,Kenneth D. West,Kenneth D. West,pwe16
9629,Journal of Political Economy,2005.0,Paul Gertler,Paul Gertler,pge194
9630,Journal of Political Economy,2005.0,Manisha Shah,Manisha Shah,psh195
9634,Journal of Political Economy,2005.0,Armando Gomes,Armando Gomes,pgo6
9635,Journal of Political Economy,2005.0,Philippe Jehiel,Philippe Jehiel,pje39
9638,Journal of Political Economy,2005.0,John Moore,John Moore,pmo265
9639,Journal of Political Economy,2005.0,John Moore,John Moore,pmo847
9641,Journal of Political Economy,2005.0,Ali Hortacsu,Ali Hortacsu,pho408
9643,Journal of Political Economy,2005.0,Martin Eichenbaum,Martin Eichenbaum,pei4
9644,Journal of Political Economy,2005.0,Sergio Rebelo,Sergio Rebelo,pre4
9645,Journal of Political Economy,2005.0,Asher Wolinsky,Asher Wolinsky,pwo147
9647,Journal of Political Economy,2005.0,Richard Rogerson,Richard Rogerson,pro53
9648,Journal of Political Economy,2005.0,Wei Li,Wei Li,pli1030
9649,Journal of Political Economy,2005.0,Wei Li,Wei Li,pli294
9650,Journal of Political Economy,2005.0,Wei Li,Wei Li,pli922
9651,Journal of Political Economy,2005.0,Dennis Tao Yang,Dennis Tao Yang,pya100
9652,Journal of Political Economy,2005.0,Christian Gollier,Christian Gollier,pgo91
9653,Journal of Political Economy,2005.0,Richard Zeckhauser,Richard Zeckhauser,pze7
9655,Journal of Political Economy,2005.0,Emiel Maasland,Emiel Maasland,pma369
9656,Journal of Political Economy,2005.0,Sander Onderstal,Sander Onderstal,pon19
9658,Journal of Political Economy,2005.0,Mark Aguiar,Mark Aguiar,pag57
9659,Journal of Political Economy,2005.0,Erik Hurst,Erik Hurst,phu87
9660,Journal of Political Economy,2005.0,Daron Acemoglu,Daron Acemoglu,pac16
9661,Journal of Political Economy,2005.0,Simon Johnson,Simon Johnson,pjo44
9662,Journal of Political Economy,2005.0,Robert Shimer,Robert Shimer,psh9
9663,Journal of Political Economy,2005.0,Andrew Atkeson,Andrew Atkeson,pat52
9664,Journal of Political Economy,2005.0,Patrick J. Kehoe,Patrick J. Kehoe,pke4
9665,Journal of Political Economy,2005.0,Luigi Guiso,Luigi Guiso,pgu58
9666,Journal of Political Economy,2005.0,Luigi Pistaferri,Luigi Pistaferri,ppi39
9667,Journal of Political Economy,2005.0,Fabiano Schivardi,Fabiano Schivardi,psc82
9668,Journal of Political Economy,2005.0,Shinichi Nishiyama,Shinichi Nishiyama,pni21
9669,Journal of Political Economy,2005.0,Kent Smetters,Kent Smetters,psm21
9670,Journal of Political Economy,2005.0,Steven Callander,Steven Callander,pca440
9672,Journal of Political Economy,2005.0,Arthur Fishman,Arthur Fishman,pfi20
9673,Journal of Political Economy,2005.0,Emily Oster,Emily Oster,pos39
9674,Journal of Political Economy,2005.0,Mathias Dewatripont,Mathias Dewatripont,pde423
9675,Journal of Political Economy,2005.0,Jean Tirole,Jean Tirole,pti33
9680,Journal of Political Economy,2005.0,Costas Meghir,Costas Meghir,pme144
9681,Journal of Political Economy,2005.0,Gregory Clark,Gregory Clark,pcl48
9682,Journal of Political Economy,2005.0,Michele Tertilt,Michele Tertilt,pte114
9684,Journal of Political Economy,2006.0,Gary S. Becker,Gary S. Becker,pbe29
9685,Journal of Political Economy,2006.0,Kevin M. Murphy,Kevin M. Murphy,pmu108
9686,Journal of Political Economy,2006.0,Michael Grossman,Michael Grossman,pgr107
9687,Journal of Political Economy,2006.0,J. David Brown,J. David Brown,pbr53
9689,Journal of Political Economy,2006.0,Almos Telegdy,Almos Telegdy,pte66
9691,Journal of Political Economy,2006.0,Robert M. Townsend,Robert M. Townsend,pto99
9695,Journal of Political Economy,2006.0,Eugene Choo,Eugene Choo,pch422
9696,Journal of Political Economy,2006.0,Aloysius Siow,Aloysius Siow,psi13
9698,Journal of Political Economy,2006.0,Edward C. Prescott,Edward C. Prescott,ppr10
9699,Journal of Political Economy,2006.0,Anup Malani,Anup Malani,pma903
9700,Journal of Political Economy,2006.0,Mikhail Golosov,Mikhail Golosov,pgo200
9701,Journal of Political Economy,2006.0,Aleh Tsyvinski,Aleh Tsyvinski,pts51
9704,Journal of Political Economy,2006.0,Salvador Barbera,Salvador Barbera,pba283
9705,Journal of Political Economy,2006.0,Matthew O. Jackson,Matthew O. Jackson,pja7
9706,Journal of Political Economy,2006.0,David Romer,David Romer,pro406
9708,Journal of Political Economy,2006.0,Gerard Roland,Gerard Roland,pro20
9709,Journal of Political Economy,2006.0,Chenggang Xu,Chenggang Xu,pxu109
9710,Journal of Political Economy,2006.0,Sanjeev Goyal,Sanjeev Goyal,pgo329
9714,Journal of Political Economy,2006.0,George-Marios Angeletos,George-Marios Angeletos,pan143
9715,Journal of Political Economy,2006.0,Christian Hellwig,Christian Hellwig,phe110
9716,Journal of Political Economy,2006.0,Alessandro Pavan,Alessandro Pavan,ppa367
9717,Journal of Political Economy,2006.0,Alberto Bisin,Alberto Bisin,pbi10
9718,Journal of Political Economy,2006.0,Piero Gottardi,Piero Gottardi,pgo21
9722,Journal of Political Economy,2006.0,Seema Jayachandran,Seema Jayachandran,pja86
9725,Journal of Political Economy,2006.0,John J. Siegfried,John J. Siegfried,psi31
9729,Journal of Political Economy,2006.0,Edward Simpson Prescott,Edward Simpson Prescott,ppr11
9730,Journal of Political Economy,2006.0,Robert M. Townsend,Robert M. Townsend,pto99
9732,Journal of Political Economy,2006.0,Dirk Bergemann,Dirk Bergemann,pbe258
9734,Journal of Political Economy,2006.0,Cristian Pop-Eleches,Cristian Pop-Eleches,ppo349
9739,Journal of Political Economy,2006.0,Mariacristina De Nardi,Mariacristina De Nardi,pde51
9740,Journal of Political Economy,2006.0,Kevin M. Murphy,Kevin M. Murphy,pmu108
9741,Journal of Political Economy,2006.0,Robert H. Topel,Robert H. Topel,pto111
9746,Journal of Political Economy,2006.0,Wouter Dessein,Wouter Dessein,pde847
9751,Journal of Political Economy,2006.0,Gerard Llobet,Gerard Llobet,pll11
9752,Journal of Political Economy,2006.0,Matthew Mitchell,Matthew Mitchell,pmi30
9753,Journal of Political Economy,2006.0,Matthias Doepke,Matthias Doepke,pdo8
9754,Journal of Political Economy,2006.0,Martin Schneider,Martin Schneider,psc361
9755,Journal of Political Economy,2006.0,Martin Schneider,Martin Schneider,psc69
9756,Journal of Political Economy,2006.0,Claudio Michelacci,Claudio Michelacci,pmi94
9757,Journal of Political Economy,2006.0,Javier Suarez,Javier Suarez,psu92
9758,Journal of Political Economy,2006.0,Lones Smith,Lones Smith,psm1
9759,Journal of Political Economy,2007.0,Laurence Ball,Laurence Ball,pba605
9760,Journal of Political Economy,2007.0,N. Gregory Mankiw,N. Gregory Mankiw,pma131
9761,Journal of Political Economy,2007.0,Saul Lach,Saul Lach,pla110
9762,Journal of Political Economy,2007.0,Patrick Bayer,Patrick Bayer,pba636
9765,Journal of Political Economy,2007.0,Nicolas L. Jacquet,Nicolas L. Jacquet,pja170
9766,Journal of Political Economy,2007.0,Serene Tan,Serene Tan,pta568
9767,Journal of Political Economy,2007.0,Pierre-Olivier Gourinchas,Pierre-Olivier Gourinchas,pgo28
9772,Journal of Political Economy,2007.0,Laurent E. Calvet,Laurent E. Calvet,pca582
9773,Journal of Political Economy,2007.0,John Y. Campbell,John Y. Campbell,pca54
9774,Journal of Political Economy,2007.0,Paolo Sodini,Paolo Sodini,pso124
9775,Journal of Political Economy,2007.0,Guido Menzio,Guido Menzio,pme246
9777,Journal of Political Economy,2007.0,Ricardo Lagos,Ricardo Lagos,pla18
9778,Journal of Political Economy,2007.0,Darren Lubotsky,Darren Lubotsky,plu41
9779,Journal of Political Economy,2007.0,Franziska Ohnsorge,Franziska Ohnsorge,poh37
9780,Journal of Political Economy,2007.0,Daniel Trefler,Daniel Trefler,ptr44
9784,Journal of Political Economy,2007.0,Patrick Bolton,Patrick Bolton,pbo544
9785,Journal of Political Economy,2007.0,Olivier Jeanne,Olivier Jeanne,pje59
9786,Journal of Political Economy,2007.0,Daron Acemoglu,Daron Acemoglu,pac16
9787,Journal of Political Economy,2007.0,Simon Johnson,Simon Johnson,pjo44
9788,Journal of Political Economy,2007.0,Sumit Agarwal,Sumit Agarwal,pag47
9791,Journal of Political Economy,2007.0,Raymond Fisman,Raymond Fisman,pfi257
9793,Journal of Political Economy,2007.0,Peter T. Leeson,Peter T. Leeson,ple206
9797,Journal of Political Economy,2007.0,Nicola Gennaioli,Nicola Gennaioli,pge95
9798,Journal of Political Economy,2007.0,Andrei Shleifer,Andrei Shleifer,psh93
9799,Journal of Political Economy,2007.0,Mark Aguiar,Mark Aguiar,pag57
9800,Journal of Political Economy,2007.0,Gita Gopinath,Gita Gopinath,pgo327
9801,Journal of Political Economy,2007.0,Amitabh Chandra,Amitabh Chandra,pch893
9805,Journal of Political Economy,2007.0,Mikhail Golosov,Mikhail Golosov,pgo200
9809,Journal of Political Economy,2007.0,Chad Syverson,Chad Syverson,psy13
9811,Journal of Political Economy,2007.0,Gary S. Becker,Gary S. Becker,pbe29
9812,Journal of Political Economy,2007.0,Benny Moldovanu,Benny Moldovanu,pmo12
9814,Journal of Political Economy,2007.0,Xianwen Shi,Xianwen Shi,psh258
9815,Journal of Political Economy,2007.0,Emmanuel Farhi,Emmanuel Farhi,pfa207
9822,Journal of Political Economy,2007.0,Alan Mathios,Alan Mathios,pma2278
9824,Journal of Political Economy,2007.0,Louis Kaplow,Louis Kaplow,pka44
9825,Journal of Political Economy,2007.0,Steven Shavell,Steven Shavell,psh42
9827,Journal of Political Economy,2007.0,Andrew J. Yates,Andrew J. Yates,pya124
9833,Journal of Political Economy,2008.0,Lucas W. Davis,Lucas W. Davis,pda367
9837,Journal of Political Economy,2008.0,Sonia Oreffice,Sonia Oreffice,por98
9838,Journal of Political Economy,2008.0,Isabel Correia,Isabel Correia,pco92
9839,Journal of Political Economy,2008.0,Juan Pablo Nicolini,Juan Pablo Nicolini,pni159
9840,Journal of Political Economy,2008.0,Pedro Teles,Pedro Teles,pte24
9842,Journal of Political Economy,2008.0,Raj Chetty,Raj Chetty,pch161
9843,Journal of Political Economy,2008.0,Richard Rogerson,Richard Rogerson,pro53
9844,Journal of Political Economy,2008.0,Lars Peter Hansen,Lars Peter Hansen,pha303
9846,Journal of Political Economy,2008.0,Nan Li,Nan Li,pli275
9847,Journal of Political Economy,2008.0,Nan Li,Nan Li,pli395
9848,Journal of Political Economy,2008.0,Nan Li,Nan Li,pli406
9849,Journal of Political Economy,2008.0,Nan Li,Nan Li,pli648
9850,Journal of Political Economy,2008.0,Hanming Fang,Hanming Fang,pfa17
9852,Journal of Political Economy,2008.0,Dan Silverman,Dan Silverman,psi181
9853,Journal of Political Economy,2008.0,Eddie Dekel,Eddie Dekel,pde118
9854,Journal of Political Economy,2008.0,Matthew O. Jackson,Matthew O. Jackson,pja7
9855,Journal of Political Economy,2008.0,Asher Wolinsky,Asher Wolinsky,pwo147
9859,Journal of Political Economy,2008.0,Daron Acemoglu,Daron Acemoglu,pac16
9860,Journal of Political Economy,2008.0,Veronica Guerrieri,Veronica Guerrieri,pgu220
9861,Journal of Political Economy,2008.0,Anne Case,Anne Case,pca108
9862,Journal of Political Economy,2008.0,Christina Paxson,Christina Paxson,ppa335
9863,Journal of Political Economy,2008.0,Mark Gertler,Mark Gertler,pge11
9864,Journal of Political Economy,2008.0,John Leahy,John Leahy,ple189
9866,Journal of Political Economy,2008.0,Fumio Hayashi,Fumio Hayashi,pha83
9867,Journal of Political Economy,2008.0,Edward C. Prescott,Edward C. Prescott,ppr10
9868,Journal of Political Economy,2008.0,Justin Marion,Justin Marion,pma1125
9869,Journal of Political Economy,2008.0,Erich Muehlegger,Erich Muehlegger,pmu479
9870,Journal of Political Economy,2008.0,Veronica Guerrieri,Veronica Guerrieri,pgu220
9871,Journal of Political Economy,2008.0,Michael Baker,Michael Baker,pba400
9872,Journal of Political Economy,2008.0,Jonathan Gruber,Jonathan Gruber,pgr20
9873,Journal of Political Economy,2008.0,Kevin Milligan,Kevin Milligan,pmi14
9877,Journal of Political Economy,2008.0,Jonathan Guryan,Jonathan Guryan,pgu126
9878,Journal of Political Economy,2008.0,Robert J. Aumann,Robert J. Aumann,pau21
9879,Journal of Political Economy,2008.0,Roberto Serrano,Roberto Serrano,pse18
9880,Journal of Political Economy,2008.0,Daron Acemoglu,Daron Acemoglu,pac16
9881,Journal of Political Economy,2008.0,Amy Finkelstein,Amy Finkelstein,pfi264
9886,Journal of Political Economy,2008.0,Andrea Frazzini,Andrea Frazzini,pfr54
9890,Journal of Political Economy,2008.0,Christopher Udry,Christopher Udry,pud2
9891,Journal of Political Economy,2008.0,Sandeep Baliga,Sandeep Baliga,pba88
9893,Journal of Political Economy,2008.0,Rodrigo R. Soares,Rodrigo R. Soares,pso51
9895,Journal of Political Economy,2008.0,Simeon Djankov,Simeon Djankov,pdj4
9898,Journal of Political Economy,2008.0,Andrei Shleifer,Andrei Shleifer,psh93
9899,Journal of Political Economy,2008.0,Patrick Bayer,Patrick Bayer,pba636
9901,Journal of Political Economy,2008.0,Giorgio Topa,Giorgio Topa,pto149
9902,Journal of Political Economy,2008.0,Raj Chetty,Raj Chetty,pch161
9904,Journal of Political Economy,2009.0,Adam Hale Shapiro,Adam Hale Shapiro,psh202
9905,Journal of Political Economy,2009.0,Mark Gertler,Mark Gertler,pge11
9906,Journal of Political Economy,2009.0,Antonella Trigari,Antonella Trigari,ptr17
9907,Journal of Political Economy,2009.0,Bart J. Bronnenberg,Bart J. Bronnenberg,pbr235
9911,Journal of Political Economy,2009.0,John Kennan,John Kennan,pke13
9912,Journal of Political Economy,2009.0,Neil Wallace,Neil Wallace,pwa33
9913,Journal of Political Economy,2009.0,Barrett E. Kirwan,Barrett E. Kirwan,pki135
9916,Journal of Political Economy,2009.0,Thomas Sargent,Thomas Sargent,psa83
9917,Journal of Political Economy,2009.0,Noah Williams,Noah Williams,pwi107
